Loan_ID,Customer_ID,Disbursal_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Vehicle_Type,Branch
LN003582,CU000213,05/12/2021,122922,24,16.5,6048.05,N/A,Kolkata
LN001730,CU003931,12/09/2021,120515,48,10.3,3073.96,TRACTOR,Delhi NCR
LN003058,CU000391,27/01/2021,91690,48,16.79,2635.77,Tractor,Bangalore
LN001251,CU004426,24/05/2024,74237,36,16.7,2635.68,N/A,Hyderabad
LN000542,CU003684,04-11-2023,172894,24,14.99,8382.23,CAR,Hyderabad
LN003629,CU000240,2023-10-07,57868,36,10.58,1883.04,TWO WHEELER,Thrissur
LN000642,CU004431,2021-03-23,112218,12,16.85,10226.83,Two-Wheeler,Ahmedabad
LN002172,CU000966,06/17/2024,54089,12,10.71,4773.16,Car,Kolkata
LN000217,CU000102,09/09/2022,94619,60,13.94,2198.68,Two-Wheeler,Thrissur
LN000720,CU003080,02/03/2023,84544,60,17.45,2121.65,Two Wheeler,  Thrissur 
LN002932,CU002477,2023-04-01,167078,24,13.24,7962.04,Car ,Bangalore
LN004839,CU002947,26-01-2021,203435,36,11.82,6739.48,tractor,Chennai
LN002739,CU003042,31-07-2021,159044,48,10.67,4085.13,Two Wheeler,Coimbatore
LN000634,CU002235,01/16/2024,105542,36,10.34,3422.42,TWO WHEELER,Coimbatore
LN000174,CU001330,05/02/2023,87838,48,17.54,2559.18,Two Wheeler,Bangalore
LN003235,CU002001,31-03-2023,"₹106,491",48,10.85,2744.56,Car ,Kolkata
LN000390,CU003040,2021-11-02,106556,36,12.01,3539.69,2 Wheeler,Thrissur
LN001238,CU003234,09/27/2023,132916,36,,4522.12,TWO WHEELER,Hyderabad
LN004128,CU004313,15-02-2024,97053,60,15.04,2310.92,Commercial Vehicle,Chennai
LN003903,CU001375,20 Dec 2022,147759,48,15.99,4186.77,Car ,  Kozhikode 
LN004224,CU003227,21-11-2022,79289,48,10.17,2017.45,Two-Wheeler,Kolkata
LN002372,CU003450,16-09-2023,118091,36,17.48,4238.53,2 Wheeler,Kozhikode
LN000401,CU002999,30 Oct 2023,131591,36,14.53,4531.42,TWO WHEELER,Pune
LN004440,CU002959,11/12/2022,"₹120,632",36,16.95,4297.86,Car,Pune
LN000754,CU003229,08 May 2022,117779,36,11.43,3879.96,Commercial  Vehicle,Mumbai
LN003161,CU002271,14/08/2021,102379,12,11.59,9076.63,Tractor,Kochi
LN004584,CU001521,2022-01-16,256791,48,16.66,7364.62,2 Wheeler,Kozhikode
LN002475,CU003738,19/06/2023,78167,48,16.67,2242.19,CAR,Kolkata
LN001028,CU004556,14/11/2021,110075,36,13.66,3743.95,commercial vehicle,Mumbai
LN003724,CU002220,19 Sep 2022,41442,24,11.66,1944.25,car,Ahmedabad
LN001698,CU002365,19-02-2023,154937,36,11.62,5118.05,car,Thrissur
LN001208,CU002360,23 Jan 2023,129880,36,17.39,4655.82,Car,Thrissur
LN004422,CU002813,14 Jan 2022,154904,12,9.99,13617.8,Commercial Vehicle,  Pune 
LN003580,CU001960,08/18/2022,114321,36,12.37,3817.33,N/A,Chennai
LN000357,CU000425,17-03-2023,329012,48,17.35,9553.34,Commercial  Vehicle,Bangalore
LN001425,CU002004,18-01-2021,322365,36,9.77,10367.04,2 Wheeler,Kolkata
LN003803,CU004177,25-11-2021,134912,24,14.06,6481.34,two wheeler,Delhi NCR
LN004397,CU000493,04-01-2022,107026,12,12.84,9551.24,N/A,  Coimbatore 
LN001051,CU000784,22 Jun 2022,89384,24,10.33,4138.25,CAR,Mumbai
LN004576,CU000416,27-05-2022,254153,36,11.52,8383.37,Two Wheeler,Pune
LN003394,CU002031,23 Jul 2023,358290,24,17.29,17764.63,Two-Wheeler,Thrissur
LN002295,CU003591,14-03-2021,188406,36,16.14,6636.83,Commercial  Vehicle,Hyderabad
LN000201,CU001427,04/10/2021,162100,24,13.65,7756.11,2 Wheeler,Kozhikode
LN002155,CU003461,21 Sep 2023,104583,60,10.53,2249.45,CV,Hyderabad
LN000764,CU002683,11/03/2021,84016,36,13.75,2861.28,Two-Wheeler,Coimbatore
LN004390,CU003295,02/20/2023,190982,36,15.23,6641.98,2 Wheeler,Bangalore
LN004242,CU000871,11/16/2022,"₹96,148",36,14.49,3309.04,CAR,Mumbai
LN002398,CU000966,2022-11-12,52685,36,10.64,1715.87,Car ,Bangalore
LN002969,CU003938,27/02/2023,295865,12,14.08,26576.0,Car ,Thrissur
LN001738,CU002587,2021-11-27,74677,36,12.8,2508.98,Car,Chennai
LN002441,CU003728,23-04-2022,112197,36,16.06,3947.84,2 Wheeler,Thrissur
LN002216,CU001782,15 Feb 2024,365585,12,14.33,32881.62,Tractor,Bangalore
LN001432,CU003887,2023-04-16,"₹57,243",24,14.35,2757.88,two wheeler,Kozhikode
LN002203,CU002008,14-04-2024,167606,60,17.57,4216.98,Two Wheeler,Chennai
LN002462,CU003780,2021-11-03,103145,24,18.05,5151.91,Commercial  Vehicle,Delhi NCR
LN001866,CU002229,10-09-2023,156772,12,11.42,13886.5,commercial vehicle,Coimbatore
LN000272,CU001507,08/25/2022,"₹236,706",24,10.25,10950.11,Two Wheeler,Mumbai
LN004647,CU001212,10-07-2022,83744,48,11.02,2165.22,Two-Wheeler,Chennai
LN003172,CU003516,01/16/2023,171600,24,17.78,8548.75,two wheeler,Delhi NCR
LN002976,CU003560,15/07/2022,151110,48,,3866.01,2 Wheeler,Kochi
LN004033,CU001779,2023-05-15,158400,48,13.71,4305.51,car,Kochi
LN004060,CU000702,05/14/2024,160032,36,14.31,5493.64,TWO WHEELER,Pune
LN002649,CU002037,13 Sep 2021,274350,48,18.06,8067.64,Car ,Hyderabad
LN001201,CU002830,2022-03-28,159917,48,18.43,4733.57,TWO WHEELER,Bangalore
LN002503,CU002354,25/12/2023,96585,36,18.2,3501.48,car,Ahmedabad
LN000373,CU001530,03/15/2023,93517,24,16.01,4579.33,Commercial  Vehicle,Kochi
LN000807,CU000703,02/10/2022,117101,36,9.98,3777.42,TWO WHEELER,Bangalore
LN001313,CU003973,23/05/2024,239398,36,16.94,8528.04,two wheeler,Bangalore
LN003841,CU001619,01/27/2022,167409,48,11.18,4341.42,Two-Wheeler,Bangalore
LN000223,CU000694,13 Nov 2021,112451,24,16.17,5515.09,Two Wheeler,Chennai
LN002729,CU000281,25-01-2021,"₹83,231",36,14.63,2870.17,Car ,Ahmedabad
LN001659,CU001614,07/06/2021,132789,60,17.27,3319.46,car,Coimbatore
LN004130,CU000378,27-05-2022,130111,48,12.51,3458.99,Car ,Mumbai
LN000601,CU002993,2021-08-21,"₹66,787",12,12.66,5954.58,Two-Wheeler,Coimbatore
LN002365,CU004163,09/14/2023,155672,36,11.66,5145.29,TWO WHEELER,Hyderabad
LN001675,CU000854,2022-01-05,108960,48,14.93,3028.57,Commercial Vehicle,Bangalore
LN004962,CU003631,18/10/2022,140400,36,13.05,4734.01,TWO WHEELER,Chennai
LN004756,CU001407,20-04-2021,"₹85,565",36,12.48,2861.64,2 Wheeler,Chennai
LN003350,CU001883,29-06-2023,181468,48,18.32,5361.01,Car,Hyderabad
LN001617,CU000527,07/15/2023,141573,36,13.49,4803.64,Two-Wheeler,Bangalore
LN003405,CU003856,09/11/2022,219677,48,14.36,6042.74,Two-Wheeler,  Mumbai 
LN003639,CU004311,02/05/2024,105768,12,18.28,9710.91,CAR,  Bangalore 
LN003028,CU000251,30-01-2021,57541,36,13.92,1964.38,Two Wheeler,Delhi NCR
LN004024,CU002331,2022-11-30,102891,60,13.41,2362.74,commercial vehicle,Kolkata
LN002120,CU001947,01 Jun 2021,298866,24,10.03,13795.29,CV,Bangalore
LN004916,CU000326,16-07-2022,127502,24,14.95,6179.12,Two Wheeler,Chennai
LN004067,CU001104,05-03-2023,133633,48,12.5,3551.96,Commercial Vehicle,Chennai
LN002665,CU001885,17/05/2023,84143,36,14.18,2883.17,Two Wheeler,  Mumbai 
LN003748,CU003100,15-07-2022,"₹187,796",24,9.57,8628.61,Two-Wheeler,Coimbatore
LN001004,CU002850,04/04/2023,138224,48,17.3,4009.95,Car ,Bangalore
LN002501,CU003134,27 Jun 2022,123860,36,11.63,4092.07,2 Wheeler,Mumbai
LN002479,CU001826,2023-10-15,102756,60,17.32,2571.47,Two-Wheeler,Ahmedabad
LN000932,CU000931,02/04/2023,329133,24,16.69,16224.1,commercial vehicle,Kozhikode
LN004498,CU000274,01/25/2023,223881,24,15.56,10914.9,Car ,Pune
LN003567,CU000501,25 Feb 2021,80601,60,14.49,1895.98,Car,Mumbai
LN003678,CU003073,05-06-2021,148803,24,16.97,7355.01,Two Wheeler,Thrissur
LN004308,CU000991,23-05-2022,57582,24,12.63,2727.56,Commercial Vehicle,Hyderabad
LN003915,CU001264,27-04-2023,"₹115,328",12,12.73,10286.18,N/A,Mumbai
LN000696,CU000612,18 Mar 2021,61987,36,17.2,2216.18,Tractor,Kolkata
LN003160,CU003790,02-06-2022,83992,36,,2925.2,CV,  Mumbai 
LN001873,CU001021,31 Jan 2024,157664,60,12.97,3584.92,car,Delhi NCR
LN004646,CU004326,04/11/2022,193235,60,16.82,4783.71,CV,Kochi
LN004621,CU000709,04/28/2023,98943,12,14.43,8903.84,Two-Wheeler,Pune
LN002962,CU003381,2023-01-14,"₹169,023",48,18.11,4974.77,Two Wheeler,Pune
LN004380,CU004118,01/07/2022,"₹144,713",48,16.45,4134.64,Two-Wheeler,Mumbai
LN003241,CU003752,25-05-2024,"₹160,638",48,16.23,4571.47,car,Kochi
LN002655,CU003279,04/18/2024,"₹167,502",12,14.47,15076.59,Commercial Vehicle,Kochi
LN003189,CU003349,04/06/2024,"₹123,603",48,11.12,3201.79,Two Wheeler,Kolkata
LN001750,CU003676,31-12-2021,101008,24,14.09,4853.98,2 Wheeler,Kozhikode
LN002862,CU000873,2022-04-14,61814,48,10.69,1588.33,commercial vehicle,Hyderabad
LN003734,CU001028,06/29/2024,167703,48,16.43,4789.76,Car ,Mumbai
LN003456,CU004364,08/10/2022,167855,48,15.36,4702.22,TWO WHEELER,Ahmedabad
LN000796,CU003752,14 Dec 2023,"₹104,077",36,13.4,3526.85,car,Delhi NCR
LN004711,CU003803,02 Oct 2021,68217,24,10.09,3150.7,2 Wheeler,Kozhikode
LN004926,CU003845,2021-01-07,155144,24,12.9,7368.54,TRACTOR,Ahmedabad
LN001847,CU003102,20/05/2023,166861,48,12.39,4426.11,2 Wheeler,Coimbatore
LN001974,CU000645,24-05-2021,258593,24,17.35,12828.95,car,Kochi
LN004021,CU004162,12/10/2023,54866,24,10.03,2532.55,2 Wheeler,Kolkata
LN003476,CU002179,12/12/2022,89666,24,17.06,4435.88,N/A,Coimbatore
LN000100,CU003731,2021-05-01,"₹301,917",36,17.26,10803.27,two wheeler,Mumbai
LN003389,CU001155,12-05-2021,"₹73,927",60,17.47,1856.01,Commercial  Vehicle,Mumbai
LN001633,CU002604,2021-04-15,123004,36,9.59,3945.36,Tractor,Kochi
LN002354,CU003514,17/11/2023,61874,36,10.38,2007.56,Two Wheeler,Mumbai
LN001693,CU003050,2023-01-15,163738,48,14.68,4530.44,two wheeler,Ahmedabad
LN001333,CU001051,12-09-2023,143910,36,12.38,4806.03,car,Coimbatore
LN000566,CU002444,07/03/2022,402177,48,16.11,11420.48,car,Chennai
LN004035,CU002246,31/07/2021,250011,12,11.89,22200.31,Two-Wheeler,Kozhikode
LN003509,CU002563,2024-04-08,162631,36,17.98,5877.87,car,Kolkata
LN000352,CU004380,2022-09-09,76316,48,14.88,2119.29,CAR,Kochi
LN003481,CU002087,11/09/2022,105133,36,13.82,3584.01,TRACTOR,Bangalore
LN000037,CU002094,08/07/2023,213683,60,15.65,5156.7,Car ,Kolkata
LN001454,CU004387,06-08-2021,59041,36,12.74,1981.94,car,Chennai
LN004629,CU003725,06-10-2022,190995,60,14.13,4457.0,CV,  Thrissur 
LN003834,CU001704,2021-07-28,108897,36,15.27,3789.36,N/A,Kochi
LN000826,CU002747,18 Nov 2022,"₹99,242",36,13.61,3373.09,Commercial  Vehicle,Kozhikode
LN004448,CU003049,22 Mar 2024,98011,24,9.88,4517.28,CV,Chennai
LN000124,CU003117,11-05-2024,"₹51,197",36,15.73,1793.12,Car,Chennai
LN004219,CU004526,2023-02-02,260018,48,18.49,7704.77,two wheeler,Kolkata
LN001703,CU000905,27-05-2021,"₹206,999",24,11.29,9675.67,TWO WHEELER,Ahmedabad
LN004717,CU001658,14 Oct 2022,110265,36,11.07,3613.59,Two Wheeler,Kolkata
LN000366,CU001351,01-05-2021,"₹42,432",12,17.63,3882.7,two wheeler,Kozhikode
LN000285,CU002844,10 Jun 2021,124272,24,10.57,5767.27,commercial vehicle,Mumbai
LN000488,CU003317,26-01-2022,319944,48,9.85,8091.58,2 Wheeler,Delhi NCR
LN002219,CU001137,02-07-2021,108163,12,18.43,9938.53,two wheeler,Chennai
LN001249,CU003698,03/26/2024,"₹142,844",48,11.73,3742.72,TWO WHEELER,Hyderabad
LN004310,CU004300,29-03-2021,208322,24,16.54,10253.93,two wheeler,Kozhikode
LN004216,CU004334,14 Jul 2021,77778,24,17.89,3878.86,CAR,Thrissur
LN004482,CU003397,30 Apr 2023,103221,36,12.01,3428.91,Two Wheeler,Delhi NCR
LN001982,CU003669,2022-07-21,73844,60,10.33,1580.98,Two-Wheeler,Hyderabad
LN000874,CU003313,06 Apr 2024,"₹283,911",48,17.69,8293.97,Two-Wheeler,Kozhikode
LN002304,CU003647,04/03/2023,"₹123,923",24,14.94,6005.08,Car,  Coimbatore 
LN003821,CU001001,14 Sep 2021,125307,24,13.26,5972.64,CV,Pune
LN000569,CU000371,13 Nov 2022,93241,12,13.01,8328.47,CV,Kozhikode
LN000613,CU002294,06 Dec 2021,236596,36,10.67,7708.93,commercial vehicle,Ahmedabad
LN000346,CU003175,2023-04-16,219696,48,9.71,5541.51,Car ,Chennai
LN004329,CU000440,24/03/2024,"₹88,676",24,11.36,4147.83,Two Wheeler,Mumbai
LN003874,CU003571,2023-06-09,67382,36,10.03,2175.18,Car ,Kozhikode
LN004237,CU001573,15/02/2022,215271,12,12.51,19177.97,Commercial Vehicle,Kolkata
LN003002,CU001407,2022-12-31,180697,48,18.36,5342.03,car,Kolkata
LN002166,CU001300,28-10-2023,114489,60,10.7,2472.17,Car ,Kozhikode
LN002440,CU002541,27/10/2022,"₹76,183",24,10.14,3520.38,Commercial  Vehicle,Coimbatore
LN001423,CU000298,16/12/2022,111106,24,17.11,5499.21,Car ,Coimbatore
LN002568,CU004067,01/06/2024,"₹113,805",36,17.07,4061.42,Commercial  Vehicle,Ahmedabad
LN002828,CU000053,24-02-2023,133456,24,11.19,6231.87,2 Wheeler,Thrissur
LN003817,CU002745,27-06-2021,79049,36,10.08,2553.66,commercial vehicle,Hyderabad
LN002017,CU001849,02-01-2023,208790,48,9.74,5269.42,CAR,Thrissur
LN000599,CU002341,27-12-2023,"₹100,096",36,17.79,3608.17,2 Wheeler,Hyderabad
LN002891,CU004324,31-07-2021,57113,24,17.03,2824.62,Two Wheeler,Thrissur
LN002663,CU002272,29 Nov 2022,92196,24,16.23,4524.34,2 Wheeler,Bangalore
LN001089,CU001317,2024-06-09,108978,36,15.88,3824.89,two wheeler,Hyderabad
LN000918,CU000892,2023-08-01,"₹127,731",60,13.31,2926.58,Tractor,Chennai
LN001812,CU002540,18 Aug 2022,40000,48,13.84,1089.85,tractor,Mumbai
LN004407,CU004329,09/12/2021,90865,48,11.54,2372.35,Tractor,Kozhikode
LN002899,CU001864,04/21/2022,67241,48,11.79,1763.79,CAR,Bangalore
LN000167,CU001595,06/26/2022,67492,36,14.02,2307.37,2 Wheeler,Mumbai
LN002261,CU001417,23/12/2022,118712,36,12.09,3948.04,Two Wheeler,Pune
LN000841,CU001443,2021-04-07,79993,60,10.89,1734.86,Two-Wheeler,Pune
LN002321,CU003392,24 Jun 2023,133332,24,17.74,6639.74,Car ,Thrissur
LN001269,CU000559,2021-05-06,190123,48,12.99,5099.58,Two Wheeler,Mumbai
LN003612,CU004063,07/19/2023,134343,60,17.05,3342.38,Commercial  Vehicle,Pune
LN001550,CU000240,07/17/2022,83971,24,15.31,4083.85,CAR,Chennai
LN003692,CU000073,18 Apr 2022,191848,36,10.11,6200.31,Commercial  Vehicle,Kochi
LN004551,CU000437,2023-03-04,170028,36,13.5,5769.95,two wheeler,Coimbatore
LN000540,CU000811,05/08/2023,"₹73,960",36,11.27,2430.82,two wheeler,Pune
LN000695,CU003224,12/30/2023,399962,48,11.24,10383.9,CAR,Kolkata
LN004232,CU002105,04 May 2024,"₹98,266",12,16.09,8919.94,Two Wheeler,Thrissur
LN001515,CU001969,12/11/2021,127336,36,17.89,4596.48,Car ,Kochi
LN002448,CU002302,29-12-2023,201852,48,13.93,5508.82,TWO WHEELER,Kochi
LN004073,CU001045,08-07-2022,88332,24,9.94,4073.63,Two-Wheeler,Hyderabad
LN004315,CU003165,2022-03-24,72292,48,12.82,1932.96,car,Chennai
LN003930,CU004499,27-04-2021,"₹75,994",36,17.96,2745.84,2 Wheeler,Kozhikode
LN004650,CU002711,15-08-2021,65727,36,11.53,2168.35,tractor,Kolkata
LN002110,CU000191,11 Jun 2022,132612,48,13.64,3599.92,Two Wheeler,Thrissur
LN001824,CU004055,2022-12-21,"₹165,034",12,14.39,14848.23,Two Wheeler,Bangalore
LN000780,CU000760,04/09/2022,74765,36,16.48,2646.27,CV,Kolkata
LN001186,CU002128,2023-06-15,341533,24,15.07,16571.15,CV,Pune
LN002737,CU001819,12 Apr 2021,99173,12,10.09,8723.03,TWO WHEELER,Hyderabad
LN004768,CU002269,06/19/2023,241912,48,11.27,6284.11,tractor,Pune
LN000894,CU003222,08-01-2024,"₹232,999",12,17.87,21346.93,Commercial Vehicle,Chennai
LN004651,CU000202,10/20/2021,104556,48,16.57,2993.76,CAR,Kozhikode
LN004805,CU002662,2023-10-20,109904,36,15.66,3845.48,Two-Wheeler,Kochi
LN001568,CU003883,17/01/2022,87767,24,15.44,4273.9,CV,Delhi NCR
LN004000,CU002892,12/01/2021,255228,48,17.0,7364.61,Two-Wheeler,Chennai
LN001854,CU000840,12/15/2023,"₹133,291",36,10.0,4300.93,car,Hyderabad
LN004256,CU001894,03/04/2023,136703,12,15.87,12394.77,Two-Wheeler,Ahmedabad
LN002469,CU002858,04/05/2023,150680,12,10.34,13271.0,commercial vehicle,Kochi
LN001996,CU001897,08-01-2021,71982,36,18.26,2611.72,commercial vehicle,Kozhikode
LN003893,CU004558,2024-02-27,76428,12,16.97,6969.51,CV,Pune
LN002488,CU001982,2021-04-17,185528,24,14.23,8927.91,Commercial Vehicle,Chennai
LN004816,CU002048,03/12/2024,290433,60,10.45,6235.35,Two Wheeler,Mumbai
LN001640,CU004121,30-03-2023,283146,48,18.48,8388.6,two wheeler,Ahmedabad
LN002627,CU001032,04 Jun 2024,69705,36,15.54,2434.82,CAR,Bangalore
LN001878,CU003293,2023-02-12,"₹268,010",48,12.11,7072.21,car,  Delhi NCR 
LN000778,CU001294,10/01/2022,157359,12,9.54,13800.71,two wheeler,Ahmedabad
LN000293,CU003215,20-01-2023,438254,60,10.77,9478.51,TWO WHEELER,Bangalore
LN002508,CU002548,2021-10-21,261738,48,15.87,7400.31,Tractor,Delhi NCR
LN000035,CU002830,28/05/2023,200635,60,18.31,5128.71,Two-Wheeler,Pune
LN003117,CU002691,28-08-2022,"₹106,566",24,16.8,5258.63,Commercial  Vehicle,Coimbatore
LN000543,CU002276,08/11/2022,250237,36,,8805.0,Car,Ahmedabad
LN002930,CU004566,06/08/2024,177062,36,12.57,5929.31,TWO WHEELER,Bangalore
LN001565,CU002929,03 Oct 2022,"₹62,570",24,17.74,3115.9,two wheeler,Coimbatore
LN000998,CU002261,03-12-2023,95072,24,16.95,4698.29,CAR,Delhi NCR
LN002305,CU002048,24 Dec 2022,116242,24,11.89,5465.95,CAR,Bangalore
LN002419,CU004449,16-05-2022,219179,24,9.96,10109.95,Two Wheeler,Bangalore
LN000081,CU000222,03/23/2023,139910,24,16.97,6915.45,car,Ahmedabad
LN001110,CU002940,07-01-2022,186428,60,13.87,4325.3,TWO WHEELER,Bangalore
LN003479,CU001581,22/09/2021,450264,36,11.58,14865.05,Two Wheeler,Ahmedabad
LN001595,CU001248,28/04/2021,"₹235,767",36,13.39,7988.28,Two-Wheeler,  Chennai 
LN000497,CU004146,2023-05-26,"₹125,414",12,10.15,11034.63,Commercial Vehicle,Kochi
LN000729,CU000675,25/09/2023,94182,24,14.95,4564.33,Two-Wheeler,  Mumbai 
LN001652,CU002004,30 Jul 2022,77763,36,12.57,2604.07,Car ,Hyderabad
LN004774,CU002468,10/03/2022,57991,24,11.44,2714.7,two wheeler,Mumbai
LN003070,CU003458,05/24/2023,73081,60,14.05,1702.36,Car ,Kolkata
LN002750,CU003532,04 Apr 2021,107726,36,13.88,3675.54,2 Wheeler,Pune
LN004446,CU003663,07/15/2023,154074,24,17.41,7648.16,Commercial  Vehicle,Coimbatore
LN004200,CU002951,04/15/2024,"₹117,406",36,,3968.32,CV,Hyderabad
LN002494,CU000019,28/03/2023,72941,36,18.24,2645.78,CV,Kolkata
LN002841,CU002801,25 Jun 2021,159853,24,16.74,7883.54,Commercial Vehicle,Kozhikode
LN002539,CU000030,06/18/2021,143100,60,17.01,3557.17,TWO WHEELER,Kozhikode
LN004956,CU000324,11/02/2022,167427,36,16.28,5909.41,Commercial Vehicle,Coimbatore
LN002021,CU000739,21/02/2022,287123,36,16.5,10165.41,Two-Wheeler,Pune
LN002982,CU001433,2023-02-19,"₹109,578",36,11.26,3600.95,commercial vehicle,Kolkata
LN001682,CU003240,06 Dec 2022,79157,48,14.73,2192.18,TRACTOR,Pune
LN003406,CU002284,2022-11-06,"₹146,142",60,14.47,3436.18,Car ,Delhi NCR
LN001263,CU002719,21-08-2022,300652,12,9.93,26422.3,N/A,Hyderabad
LN004317,CU000847,04 Apr 2021,109319,60,17.94,2772.42,TWO WHEELER,Kozhikode
LN003727,CU000963,04/19/2023,176210,24,17.19,8728.32,CAR,Kozhikode
LN003494,CU003905,17/02/2024,65275,48,18.31,1928.04,Commercial  Vehicle,Delhi NCR
LN001009,CU001092,11 Jan 2023,189495,60,12.28,4242.07,2 Wheeler,Hyderabad
LN003022,CU004323,22 May 2023,78037,24,15.96,3819.44,Commercial Vehicle,Chennai
LN002481,CU000700,2021-04-23,309243,24,13.08,14713.6,TWO WHEELER,Ahmedabad
LN002356,CU004069,14-06-2021,268320,24,14.94,13002.29,TWO WHEELER,Mumbai
LN001961,CU001704,02/05/2021,192873,48,15.02,5369.76,tractor,Kolkata
LN002324,CU000423,2023-07-24,75381,48,10.72,1938.03,Commercial Vehicle,Coimbatore
LN001047,CU002459,07/29/2021,89841,24,15.97,4397.61,Car,Kolkata
LN001300,CU001554,08 Jun 2022,174644,36,,6323.44,2 Wheeler,Pune
LN002595,CU002807,16/09/2022,258814,48,18.29,7641.94,Two Wheeler,Kolkata
LN000282,CU000280,16 Feb 2024,117346,36,9.68,3768.82,Two Wheeler,Pune
LN000071,CU001368,03/27/2024,150145,36,12.01,4987.68,CAR,Thrissur
LN000472,CU002448,09/07/2023,154197,48,11.96,4057.57,Two-Wheeler,Kochi
LN001360,CU002965,08/06/2022,166950,12,18.35,15333.8,CAR,Ahmedabad
LN004718,CU002966,03/11/2023,"₹232,573",24,15.17,11295.48,Car,Kozhikode
LN001655,CU000024,21 Jul 2021,59829,12,15.05,5401.48,Two Wheeler,Bangalore
LN001527,CU001433,12/26/2023,162522,36,14.4,5586.24,Commercial Vehicle,Mumbai
LN000646,CU000476,17 Feb 2024,196674,48,17.6,5736.27,two wheeler,Kolkata
LN002973,CU001956,18-05-2023,"₹271,443",36,14.66,9364.53,two wheeler,Delhi NCR
LN002758,CU002714,15/03/2022,131434,24,12.58,6222.71,N/A,Bangalore
LN000963,CU003131,01/05/2021,139101,48,10.54,3564.14,Commercial  Vehicle,Thrissur
LN004278,CU001643,12/12/2022,"₹66,995",60,16.37,1642.39,TRACTOR,Delhi NCR
LN003291,CU001271,28 Mar 2023,109107,24,13.42,5208.7,tractor,Delhi NCR
LN004658,CU002991,23 May 2022,134910,48,15.06,3758.75,car,Bangalore
LN002384,CU000895,20 Apr 2024,60521,48,13.63,1642.61,two wheeler,  Kolkata 
LN001518,CU004161,2024-06-01,125531,48,14.97,3491.71,TWO WHEELER,Mumbai
LN001656,CU004387,26 Jan 2024,128059,24,10.24,5923.47,TWO WHEELER,Chennai
LN004083,CU002241,01/03/2022,"₹59,095",36,11.18,1939.74,Car,Bangalore
LN002589,CU004237,23/01/2024,227532,24,9.71,10469.02,car,Bangalore
LN000943,CU004044,2024-05-14,131165,36,18.15,4751.8,CAR,  Bangalore 
LN000383,CU001019,16 Feb 2024,"₹103,825",24,18.37,5201.95,CAR,Kochi
LN002531,CU001921,03 Feb 2022,326725,36,13.06,11018.1,TWO WHEELER,Chennai
LN004944,CU001706,12/27/2022,165728,24,11.95,7797.52,Two-Wheeler,Thrissur
LN002933,CU004384,05/05/2024,153848,36,14.95,5329.43,CV,Ahmedabad
LN000240,CU001240,24-04-2021,232012,12,13.23,20747.72,tractor,Delhi NCR
LN000727,CU001003,09/12/2022,102963,24,18.17,5148.8,Car ,Kozhikode
LN001006,CU002427,26-10-2021,89745,48,,2411.64,Two-Wheeler,Chennai
LN003454,CU004309,28 Sep 2022,291321,60,15.56,7016.43,car,  Chennai 
LN003690,CU002769,06/03/2024,79609,48,12.02,2097.19,TWO WHEELER,Pune
LN003243,CU000550,2022-11-29,61165,36,16.51,2165.81,Commercial  Vehicle,Coimbatore
LN002252,CU002833,2022-03-08,72173,36,16.38,2550.95,CV,Pune
LN004313,CU000454,17 Jul 2022,118747,12,15.88,10767.28,two wheeler,Thrissur
LN002767,CU001177,22 Jun 2022,175740,36,12.64,5890.95,Car ,Coimbatore
LN004413,CU003663,2022-02-23,113884,36,11.91,3777.68,car,Kolkata
LN004003,CU003916,2021-05-30,132948,60,13.01,3025.66,Two Wheeler,Ahmedabad
LN001787,CU001915,12-07-2021,102213,48,13.97,2791.58,CAR,Pune
LN003437,CU001066,06/06/2021,380812,24,16.96,18820.89,TRACTOR,Bangalore
LN002099,CU000724,28 Aug 2022,"₹231,003",36,13.32,7819.06,CV,Pune
LN002291,CU001565,31-05-2024,108796,24,14.3,5239.04,2 Wheeler,Hyderabad
LN002458,CU000420,19 Sep 2023,76586,36,15.84,2686.49,2 Wheeler,Kolkata
LN002617,CU000693,07/04/2022,"₹133,294",36,10.43,4327.98,Two-Wheeler,Coimbatore
LN001711,CU000223,28/05/2022,133423,60,10.84,2890.3,N/A,Hyderabad
LN002375,CU000343,01-08-2022,293493,36,10.13,9488.12,Car ,Delhi NCR
LN000218,CU002024,06/06/2022,186195,60,13.61,4294.88,2 Wheeler,Delhi NCR
LN001556,CU000419,09/12/2023,96436,36,13.18,3257.68,Car ,Pune
LN000649,CU004506,03/07/2022,131711,60,15.98,3201.56,Car,Delhi NCR
LN003879,CU000767,02/09/2022,193242,24,14.65,9337.55,car,Kolkata
LN001416,CU004373,20/02/2021,95194,48,14.81,2640.16,Car ,Delhi NCR
LN004865,CU003204,04/06/2023,41058,36,17.49,1473.86,2 Wheeler,Pune
LN000048,CU002763,03-10-2022,164880,36,11.59,5444.14,TWO WHEELER,Ahmedabad
LN004618,CU003482,23 Apr 2023,"₹235,815",36,10.09,7619.05,Two Wheeler,  Pune 
LN004284,CU001232,01/10/2023,79093,36,14.27,2713.59,TRACTOR,Hyderabad
LN002642,CU000456,2023-06-05,59817,24,13.05,2845.21,CAR,Mumbai
LN002805,CU000356,16 Jan 2024,128411,24,17.77,6396.54,Two Wheeler,Thrissur
