Customer_ID,Age,Gender,Employment_Type,Monthly_Income,CIBIL_Score,State
CU004532,25,Male,SALARIED,50865,524,maharashtra
CU003294,49,f,N/A,58677,unknown,Telangana
CU001596,36,F,salaried,54492,743,gujarat
CU004011,37,Female,Salaried ,23935,643,Uttar Pradesh 
CU004128,42,M,Salaried ,17924,736,TELANGANA
CU000765,43,male,Self Employed,34327,834,delhi
CU003566,52,m,SELF-EMPLOYED,"₹45,759",692,TELANGANA
CU001593,27,M,salaried,25554,700,KERALA
CU002890,38,N/A,self employed,26836,642,gujarat
CU001422,52,m,Self Employed,29768,unknown,West Bengal
CU000655,40,m,selfemployed,-,508,andhra pradesh
CU002346,51,Male,Self Employed,13555,652,DELHI
CU000284,47,Male,SALARIED,55730,599,Andhra Pradesh
CU002574,25,Female,Salaried ,39316,821,Andhra Pradesh
CU003528,49,female,SALARIED,69168,610,West Bengal
CU002260,36,f,SALARIED,91982,765,uttar pradesh
CU002027,33,Male,Self-Employed,23036,639,KARNATAKA
CU004546,39,M,Salaried ,72557,860,uttar pradesh
CU004310,38,m,Salaried,30712,unknown,Tamilnadu
CU001446,39,MALE,self employed,"₹31,909",495,TELANGANA
CU000982,48,M,SALARIED,25824,558,telangana
CU001154,43,MALE,self employed,20662,802,maharashtra
CU004307,30,f,Self Employed,75054,547,
CU000675,21,m,salaried,60194,unknown,Maharashtra
CU000469,39,female,Salaried,49879,535,Delhi
CU003857,30,N/A,SALARIED,50044,819,Karnatka
CU002526,50,F,SALARIED,"₹12,263",900,Telangana
CU000430,65,Male,Self-Employed,-,705,Delhi
CU003166,33,m,selfemployed,55081,693,karnataka
CU001556,38,f,SALARIED,-,624,
CU001130,26,Male,Salaried,36707,590,WestBengal
CU001211,25,M,SALARIED,-,790,Andhra Pradesh 
CU000917,42,MALE,Salaried ,12000,656,west bengal
CU000167,63,M,N/A,43078,676,TamilNadu
CU004325,48,MALE,self employed,61378,676,andhra pradesh
CU001001,40,female,salaried,-,unknown,DELHI
CU001179,31,Male,selfemployed,48233,689,Tamil Nadu
CU000057,59,Male,Salaried,65649,794,kerala
CU000209,43,Female,Self Employed,53954,unknown,maharashtra
CU002112,47,male,Salaried ,24061,741,Uttar Pradesh
CU004030,39,M,Salaried,66850,unknown,delhi
CU001308,32,male,SELF-EMPLOYED,58717,486,West Bengal
CU003598,29,FEMALE,salaried,45405,542,KERALA
CU000426,42,MALE,self employed,"₹51,161",644,TELANGANA
CU000698,42,FEMALE,Self-Employed,49445,795,AP
CU001266,29,Male,Salaried,54041,647,TN
CU002610,53,Male,SELF-EMPLOYED,52701,436,Karnatka
CU002889,64,M,SALARIED,41624,632,Maharashtra
CU001594,21,Male,Salaried,26435,791,GJ
CU002302,42,m,SALARIED,"₹41,271",636,Karnataka
CU000493,36,FEMALE,salaried,"₹63,433",549,west bengal
CU000962,46,MALE,Salaried ,"₹55,818",758,Tamil Nadu
CU001861,37,female,Salaried,68260,763,gujarat
CU002498,39,Female,salaried,"₹70,738",668,telangana
CU004144,33,N/A,salaried,30925,681,maharashtra
CU000979,29,MALE,salaried,"₹56,067",717,DELHI
CU002743,21,MALE,Salaried ,35546,unknown,West Bengal
CU003671,40,Female,Self Employed,82796,unknown,GJ
CU001827,47,M,self employed,48373,701,Andhra Pradesh
CU002856,26,male,Self-Employed,76167,618,Karnataka
CU003135,30,MALE,Salaried,-,747,andhra pradesh
CU001468,37,MALE,Self Employed,56365,777,Gujrat
CU003780,35,f,self employed,56813,553,telangana
CU000622,46,Female,Self-Employed,22902,699,telangana
CU002897,39,male,Salaried ,25884,786,TELANGANA
CU003071,51,m,Salaried,19624,678,AP
CU001779,32,MALE,self employed,70277,637,kerala
CU000337,26,m,Salaried ,12000,677,Karnataka
CU001084,35,f,SALARIED,-,810,Karnataka
CU000391,33,FEMALE,Salaried ,31151,553,Gujrat
CU000738,32,male,SALARIED,62232,692,TamilNadu
CU000114,29,M,selfemployed,40221,unknown,TamilNadu
CU001069,32,male,SALARIED,"₹42,519",528,DELHI
CU000938,30,Male,Salaried ,25517,743,DELHI
CU002300,36,MALE,SALARIED,70782,unknown,Tamilnadu
CU001874,28,M,SALARIED,58874,822,telangana
CU004290,38,Female,salaried,37591,604,karnataka
CU001016,35,FEMALE,Salaried,45911,736,gujarat
CU000258,51,MALE,Salaried ,25207,764,Andhra Pradesh 
CU002656,41,F,Salaried,42908,554,Maharastra
CU001340,39,M,SALARIED,75606,609,gujarat
CU001153,30,f,N/A,46579,772,KARNATAKA
CU002265,49,M,Self-Employed,45286,642,Maharashtra
CU000993,36,M,Self-Employed,43852,805,KARNATAKA
CU002477,30,m,Self Employed,12000,580,KARNATAKA
CU001010,55,f,SALARIED,52125,793,gujarat
CU003778,43,Male,self employed,42440,unknown,Gujrat
CU002467,39,male,SALARIED,"₹58,513",711,west bengal
CU000527,46,m,SALARIED,75758,771,Karnataka
CU000133,33,male,SELF-EMPLOYED,52546,758,GJ
CU000036,30,male,salaried,82315,722,Tamilnadu
CU000442,30,male,Salaried,61589,unknown,Kerala 
CU000065,35,Female,Salaried ,35139,626,andhra pradesh
CU002030,34,F,SALARIED,55190,unknown,gujarat
CU001669,31,Female,selfemployed,58256,587,Andhra Pradesh
CU004058,35,male,Self-Employed,43120,715,
CU001283,-1,MALE,salaried,25428,479,Andhra Pradesh 
CU002176,51,male,salaried,54915,737,Andhra Pradesh
CU000639,46,N/A,Self Employed,-,599,Andhra Pradesh
CU002559,37,m,salaried,42651,758,Maharashtra
CU001225,36,MALE,salaried,42928,660,maharashtra
CU003243,41,f,SALARIED,62307,735,Delhi
CU003644,48,FEMALE,salaried,44436,677,gujarat
CU001219,31,MALE,salaried,48867,851,Andhra Pradesh
CU001599,37,f,SALARIED,12000,626,Telangana
CU003447,21,Male,Salaried,57457,652,GJ
CU000768,54,m,Salaried,33364,574,maharashtra
CU003728,28,m,Self-Employed,48279,716,Andhra Pradesh
CU001295,54,MALE,self employed,26972,793,New Delhi
CU002718,34,Male,Salaried,"₹12,000",675,karnataka
CU001109,41,male,Salaried ,-,687,Telangana
CU001660,41,M,salaried,28937,614,Andhra Pradesh
CU001745,59,m,Salaried,64556,516,Tamil Nadu
CU001279,39,MALE,N/A,36599,569,Telangana
CU002918,33,f,self employed,72602,730,Andhra Pradesh 
CU003808,38,f,N/A,12000,570,Kerala
CU000130,40,m,SALARIED,61606,602,TamilNadu
CU003832,44,M,selfemployed,"₹47,406",744,west bengal
CU003389,21,F,SALARIED,22762,670,gujarat
CU002452,27,Male,Salaried,44040,556,Karnatka
CU003753,33,MALE,N/A,34859,667,Telangana
CU003423,30,male,SALARIED,55870,781,Telangana
CU000453,41,male,Self-Employed,"₹42,935",460,west bengal
CU001235,21,Male,Salaried,72183,625,TELANGANA
CU004187,44,m,SALARIED,12000,636,Kerala
CU001720,45,F,Self Employed,40758,728,KARNATAKA
CU004433,38,male,SALARIED,55807,711,WestBengal
CU002596,37,m,salaried,42300,615,maharashtra
CU000460,27,MALE,Salaried,52528,598,Uttar Pradesh 
CU003456,34,N/A,SALARIED,38993,573,West Bengal
CU000681,48,m,Salaried ,78108,724,West Bengal
CU002010,26,MALE,Salaried ,52669,590,New Delhi
CU001748,53,M,Self Employed,38467,858,uttar pradesh
CU002573,23,Male,SELF-EMPLOYED,49300,607,andhra pradesh
CU003805,27,m,self employed,54582,803,GJ
CU000362,52,Female,Salaried ,23752,718,delhi
CU001805,37,M,Salaried,-,759,Gujarat
CU004116,50,male,SALARIED,35102,564,Andhra Pradesh 
CU002642,45,f,Salaried,38422,744,Keral
CU000203,53,MALE,SALARIED,43684,549,MH
CU000935,30,Male,Salaried,49064,815,Andhra Pradesh
CU002991,34,female,Salaried,"₹12,000",765,tamil nadu
CU004385,37,F,N/A,36002,561,WestBengal
CU003476,37,m,SALARIED,47653,630,Karnataka
CU000125,46,Male,SELF-EMPLOYED,"₹38,479",496,AP
CU004585,47,MALE,Self Employed,51228,642,GJ
CU001966,21,m,Salaried ,70565,674,tamil nadu
CU000447,41,m,salaried,34820,617,GJ
CU003455,55,M,salaried,13824,853,Tamil Nadu
CU003487,34,female,Salaried ,"₹67,145",865,AP
CU003397,37,m,Self Employed,"₹12,000",603,TELANGANA
CU003446,43,Male,SALARIED,68852,572,Telangana
CU002806,23,m,SELF-EMPLOYED,55672,549,New Delhi
CU003589,33,M,salaried,18355,723,TELANGANA
CU001589,46,MALE,Salaried,44688,623,TELANGANA
CU000936,44,m,self employed,15318,661,Tamil Nadu
CU001451,28,MALE,selfemployed,80969,779,Delhi
CU002821,23,Female,SELF-EMPLOYED,12000,unknown,DELHI
CU001354,49,female,Salaried ,66659,583, Kerala
CU002647,37,female,Salaried ,"₹46,485",-300,KERALA
CU001189,44,female,Salaried ,32740,710,Kerala
CU000218,47,MALE,SELF-EMPLOYED,46192,621,MH
CU001416,-1,MALE,SALARIED,59062,900,west bengal
CU002495,21,Male,SALARIED,"₹24,349",852,Uttar Pradesh 
CU004041,34,male,selfemployed,55037,686,
CU000878,23,male,N/A,31427,651,Tamilnadu
CU002801,27,f,self employed,33013,604,AP
CU002023,39,F,Self-Employed,23739,728,Andhra Pradesh 
CU000067,46,M,SALARIED,57592,747,Karnataka
CU002754,37,F,Salaried,-,unknown,KARNATAKA
CU001482,38,MALE,N/A,58689,642,New Delhi
CU004156,30,male,SALARIED,47614,728,DELHI
CU000737,59,f,SALARIED,"₹68,810",779,Maharashtra
CU001847,36,M,Salaried ,33894,728,WestBengal
CU000273,50,F,self employed,20807,830,Maharastra
CU001491,23,MALE,salaried,44754,719,tamil nadu
CU003019,53,male,SELF-EMPLOYED,47032,840,Andhra Pradesh 
CU003632,34,Male,salaried,79602,528,KARNATAKA
CU001945,36,MALE,Salaried,51947,unknown,AP
CU000661,33,Male,N/A,68078,697,Gujrat
CU001447,41,f,SALARIED,74108,538,west bengal
CU000289,28,MALE,SALARIED,42118,817,UP
CU001777,45,M,N/A,44559,unknown,gujarat
CU001358,39,male,Salaried,64677,691,gujarat
CU003205,43,M,Self Employed,"₹12,000",778,tamil nadu
CU002696,33,f,selfemployed,59998,528,TamilNadu
CU002749,45,m,Self Employed,53846,646,TN
CU004500,39,MALE,Salaried ,33927,708,Delhi
CU002618,28,MALE,salaried,38444,676,tamil nadu
CU000227,54,Male,Self Employed,35822,664,TELANGANA
CU000761,28,male,Salaried ,"₹13,048",724,Uttar Pradesh 
CU000515,44,Male,selfemployed,"₹17,680",unknown,Maharashtra
CU004111,31,MALE,salaried,64374,658,Gujrat
CU001606,38,male,salaried,54409,857,west bengal
CU004527,41,male,salaried,"₹58,887",704,maharashtra
CU003824,31,female,salaried,24439,686,Maharastra
CU003489,38,m,N/A,46235,526,Andhra Pradesh 
CU000801,38,M,N/A,"₹41,995",579,kerala
CU000769,36,male,SALARIED,86358,814,TamilNadu
CU000194,34,f,Self Employed,"₹61,409",unknown,Keral
CU003023,50,M,Salaried,75829,740,Karnatka
CU003618,28,male,salaried,51702,712,West Bengal
CU002536,39,Male,SALARIED,40807,734,Maharashtra
CU001455,46,N/A,SALARIED,12000,unknown,delhi
CU000613,37,Male,SELF-EMPLOYED,28338,669,KARNATAKA
CU001871,63,F,self employed,53381,552,Maharashtra
CU003160,21,MALE,SELF-EMPLOYED,30799,-300,Keral
CU000402,52,male,Salaried,59164,700,MH
CU003356,39,FEMALE,selfemployed,12000,712,Kerala 
CU000850,48,female,N/A,"₹72,869",743,MH
CU003280,50,MALE,Salaried ,22369,681,andhra pradesh
CU001729,47,FEMALE,selfemployed,45177,552,karnataka
CU003986,24,f,salaried,39743,812,maharashtra
CU000538,42,Female,Salaried ,54644,568,tamil nadu
CU004545,48,Male,selfemployed,50929,672,delhi
CU003164,32,MALE,salaried,29187,654, Kerala
CU004080,38,Male,SALARIED,59620,756,WB
CU004449,52,m,salaried,-5000,0,maharashtra
CU003313,33,male,Salaried ,-,644,Tamilnadu
CU002928,40,MALE,self employed,"₹32,523",655,Andhra Pradesh
CU000579,27,Female,selfemployed,"₹62,804",574,telangana
CU000693,27,m,Salaried ,29951,767,Telangana
CU001612,39,FEMALE,Salaried ,32397,731,west bengal
CU004544,36,m,Self Employed,36385,731,TELANGANA
CU003679,53,male,Salaried ,"₹50,296",790,Telangana
CU000656,29,m,Salaried,36727,849,TN
CU000445,56,Male,selfemployed,69778,752,TELANGANA
CU001830,48,MALE,SALARIED,33435,706,Uttar Pradesh 
CU002668,32,Male,Salaried ,65098,644,Maharastra
CU001229,150,male,Salaried,12000,715,gujarat
CU002985,47,FEMALE,Salaried ,66804,857,GJ
CU003034,34,N/A,Self Employed,12000,549,andhra pradesh
CU002540,-1,m,Self Employed,12000,617,WestBengal
CU000591,29,m,SALARIED,75647,713,TELANGANA
CU001576,44,MALE,SALARIED,49902,745,Uttar Pradesh
CU000479,23,male,selfemployed,39666,641,Telangana
CU004106,21,MALE,self employed,38852,791,KARNATAKA
CU002397,49,m,self employed,"₹60,103",unknown,Andhra Pradesh 
CU003351,32,Male,salaried,40609,744,TN
CU004331,46,N/A,Self Employed,-,771,kerala
CU001872,55,MALE,Salaried ,35819,732,gujarat
CU003477,51,M,selfemployed,68761,593,TamilNadu
CU000466,49,f,Self Employed,53769,681,west bengal
CU000744,-1,Male,selfemployed,33997,666,andhra pradesh
CU003080,54,male,salaried,12000,653,delhi
CU000183,53,Male,Self Employed,"₹25,032",768,delhi
CU000243,39,M,Salaried ,52299,698,delhi
CU001395,32,female,Salaried ,42469,unknown,Gujarat
CU001054,40,FEMALE,salaried,63470,585,Gujrat
CU003448,35,female,salaried,29945,812,andhra pradesh
CU000654,44,MALE,SELF-EMPLOYED,25961,686,KARNATAKA
CU000149,23,MALE,salaried,29443,764,Karnataka
CU000709,40,m,Self-Employed,12000,737,West Bengal
CU002962,42,Male,salaried,"₹46,104",596,west bengal
CU000024,29,FEMALE,salaried,"₹82,723",695,Maharastra
CU001286,31,m,salaried,32289,698,Uttar Pradesh 
CU001958,21,M,SALARIED,"₹40,947",768,Karnataka
CU002261,28,m,SALARIED,46999,569,karnataka
CU001533,32,m,Self Employed,"₹45,652",707,GJ
CU001437,31,m,Salaried,"₹24,842",654,TELANGANA
CU000920,33,F,Self-Employed,"₹51,489",517,TamilNadu
CU004281,21,male,Salaried,53077,unknown,Andhra Pradesh
CU002217,29,m,self employed,39683,649,gujarat
CU004215,26,m,N/A,-,631,West Bengal
CU000470,29,MALE,salaried,42934,532,UP
CU004478,53,m,SALARIED,22297,601,andhra pradesh
CU002901,32,MALE,salaried,61517,636,
CU004577,35,male,Self Employed,54556,647,UP
CU001485,53,f,Salaried ,76447,unknown,Kerala
CU003579,29,F,selfemployed,50420,613,kerala
CU000351,38,FEMALE,salaried,30439,621,uttar pradesh
CU001510,25,m,Salaried,80018,677,Uttar Pradesh 
CU001261,43,Male,Self-Employed,38371,633,KARNATAKA
CU000049,34,male,Salaried ,60179,636,TamilNadu
CU004000,28,male,Salaried,34009,672,west bengal
CU000713,40,male,Salaried,57929,759,
CU001444,47,m,Salaried,60349,999,Kerala 
CU004586,51,male,Self Employed,"₹29,944",752,Gujrat
CU003923,31,m,Self-Employed,63240,858,Andhra Pradesh 
CU003258,37,MALE,salaried,39400,690,TELANGANA
CU003675,47,f,self employed,17191,698,Gujarat
CU002512,41,male,Self Employed,20636,715,Uttar Pradesh 
CU000901,48,male,SALARIED,70437,674,DELHI
CU002915,29,F,salaried,27660,648,Karnataka
CU001932,34,MALE,SELF-EMPLOYED,-,718,kerala
CU004365,50,Male,Salaried,20207,664,TELANGANA
CU003493,35,Male,SELF-EMPLOYED,54407,738,Karnataka
CU004376,31,M,Self-Employed,69657,637,MH
CU004461,21,N/A,SELF-EMPLOYED,60409,624,uttar pradesh
CU002776,35,FEMALE,SELF-EMPLOYED,25770,675,kerala
CU002699,43,male,SALARIED,25942,695,West Bengal
CU002255,38,m,Salaried,30383,702,gujarat
CU004198,47,FEMALE,Salaried ,"₹34,702",858,
CU000031,27,Male,SALARIED,54471,609,Gujrat
CU002307,41,F,Salaried,55002,724,GJ
CU001227,46,FEMALE,SALARIED,45753,739,Andhra Pradesh
CU002808,39,male,Self Employed,"₹48,947",690,New Delhi
CU002330,21,Female,salaried,36570,794,DELHI
CU000174,48,F,Self Employed,44208,741,UP
CU004277,45,female,Self Employed,45273,795,
CU000860,21,F,salaried,55752,718,Delhi
CU003639,150,MALE,self employed,23192,802,Maharashtra
CU001918,44,m,SELF-EMPLOYED,39632,687,Uttar Pradesh
CU002777,44,m,Self Employed,64906,684,Tamil Nadu
CU003122,43,Female,selfemployed,56430,804,Andhra Pradesh 
CU003196,59,M,Self-Employed,49290,596,Uttar Pradesh
CU002492,50,male,SELF-EMPLOYED,"₹44,609",615,New Delhi
CU004538,50,N/A,Salaried ,"₹37,796",862,Karnatka
CU000808,51,MALE,Salaried ,53481,683,karnataka
CU001470,35,female,Salaried ,-,840,TELANGANA
CU002007,21,f,Salaried ,45390,686,KERALA
CU003884,21,m,selfemployed,"₹47,371",664,Tamilnadu
CU002757,36,FEMALE,salaried,25692,773,Gujrat
CU000494,37,Male,Salaried,"₹62,737",642,GJ
CU001624,48,m,Salaried,26806,748,KERALA
CU004103,47,MALE,selfemployed,57021,706,TELANGANA
CU001002,49,Male,Self Employed,-,582,Delhi
CU002318,35,MALE,Salaried ,29245,700,
CU001952,28,MALE,self employed,57511,659,gujarat
CU002884,52,male,selfemployed,65887,900,Gujarat
CU000973,50,m,Salaried ,50774,540,MH
CU001309,42,m,Salaried ,32228,828,Karnataka
CU003339,21,male,Salaried ,"₹47,047",473,GJ
CU002490,32,female,Salaried,"₹39,626",711,maharashtra
CU003840,54,male,salaried,52858,677,WestBengal
CU003179,150,M,salaried,21841,702,tamil nadu
CU003227,44,M,selfemployed,-5000,523,karnataka
CU004497,42,female,Self Employed,47910,759,delhi
CU004262,42,M,Salaried,69080,638,TELANGANA
CU004193,29,Male,Self-Employed,51306,479,Tamil Nadu
CU001664,34,M,Salaried ,12000,688,delhi
CU001702,40,F,self employed,43823,unknown,KERALA
CU000017,37,M,Salaried,76292,687,uttar pradesh
CU002812,39,male,self employed,52378,681,DELHI
CU001059,32,M,Salaried,-,unknown,Tamilnadu
CU000641,31,M,salaried,40409,769,Uttar Pradesh
CU002170,37,Male,SALARIED,26748,743,maharashtra
CU003697,32,male,Salaried,"₹77,637",706,karnataka
CU004374,27,male,self employed,64251,726,UP
CU001187,36,M,Self Employed,58117,610,Maharashtra
CU003673,59,Male,Salaried,45288,684,Uttar Pradesh
CU004347,49,Male,SALARIED,73188,744,Uttar Pradesh 
CU001717,51,M,Self-Employed,42588,559,kerala
CU002470,32,m,self employed,35396,682, Kerala
CU001967,36,m,Self Employed,62935,718,Uttar Pradesh
CU001921,43,male,SALARIED,20098,636,delhi
CU004153,29,m,self employed,28993,691,Karnataka
CU004382,37,M,Salaried,25825,843,AP
CU000586,44,Female,Self-Employed,24666,658,TELANGANA
CU000037,26,Female,Salaried,"₹58,131",784,TN
CU001073,46,male,salaried,"₹48,159",775,Kerala
CU000077,33,m,Self Employed,49640,549,karnataka
CU002239,37,Male,salaried,"₹45,184",627,DELHI
CU000998,38,Male,self employed,33071,653,uttar pradesh
CU002931,25,MALE,SALARIED,68345,764,andhra pradesh
CU002369,29,MALE,Salaried,30424,757,UP
CU003128,49,F,self employed,20681,657,Andhra Pradesh
CU003847,39,male,Salaried ,49297,606,karnataka
CU002050,29,MALE,self employed,47155,657,Telangana
CU001408,29,male,salaried,"₹29,679",638,telangana
CU001906,40,FEMALE,SALARIED,64428,563,Andhra Pradesh 
CU000640,47,m,Self-Employed,62520,812,KERALA
CU000376,28,Male,SELF-EMPLOYED,12000,756,Uttar Pradesh 
CU003133,25,FEMALE,Salaried ,68922,624,delhi
CU002171,46,m,Self Employed,"₹57,075",830,Kerala 
CU003496,46,m,Salaried,75307,748, Kerala
CU001328,35,f,SALARIED,62343,635,Maharastra
CU001385,44,M,selfemployed,-,unknown,West Bengal
CU000190,41,MALE,salaried,41461,608,Maharashtra
CU001516,47,MALE,salaried,"₹12,000",unknown,Tamil Nadu
CU004463,37,FEMALE,selfemployed,13544,606,Uttar Pradesh 
CU004285,41,Male,Salaried,63855,900,telangana
CU002060,35,MALE,Self-Employed,43075,703,AP
CU000354,22,FEMALE,selfemployed,62662,672,delhi
CU003503,30,FEMALE,Salaried ,43115,600,TELANGANA
CU002946,40,FEMALE,self employed,59356,801,Maharastra
CU002249,56,MALE,salaried,41993,698,uttar pradesh
CU003306,33,f,self employed,56805,670,uttar pradesh
CU001384,24,male,Salaried ,42708,687,Uttar Pradesh 
CU001629,21,MALE,Self-Employed,48908,659,gujarat
CU003267,26,M,SALARIED,38619,551,west bengal
CU002701,31,M,Salaried ,37778,650,Karnatka
CU002496,46,M,Salaried ,-,719,WestBengal
CU003571,29,N/A,Salaried,60175,680,delhi
CU002327,21,Male,Self-Employed,39808,634,telangana
CU002825,46,m,selfemployed,-,unknown,west bengal
CU004460,21,Male,Self-Employed,21738,unknown,New Delhi
CU001471,54,M,Salaried,"₹27,322",735,Kerala
CU004025,43,Male,Salaried ,27582,687,AP
CU003335,-1,Male,salaried,12000,695,uttar pradesh
CU000241,49,Male,Self Employed,"₹24,201",unknown,TELANGANA
CU001518,31,m,Salaried ,46890,842,delhi
CU002164,56,Male,salaried,41140,519,Andhra Pradesh 
CU000677,36,female,Salaried,56597,828,West Bengal
CU003959,24,m,Salaried,"₹46,984",640,Andhra Pradesh 
CU004350,32,MALE,SELF-EMPLOYED,75767,668,Maharashtra
CU002727,43,M,selfemployed,24641,611,GJ
CU003432,43,N/A,Salaried ,-,603,New Delhi
CU001383,32,Male,N/A,57380,798,telangana
CU001206,44,m,Salaried ,30081,620,Tamilnadu
CU002455,45,f,Salaried,"₹60,513",850,Tamil Nadu
CU002950,29,Male,selfemployed,30501,743,karnataka
CU001028,33,Male,selfemployed,"₹32,832",unknown,Karnatka
CU001020,38,F,self employed,58046,533,TELANGANA
CU001817,43,Male,salaried,70682,718,Gujrat
CU003505,44,Female,SELF-EMPLOYED,14641,795,Kerala 
CU003572,44,Male,SALARIED,"₹53,341",496,telangana
CU004097,39,MALE,Salaried ,20660,823,telangana
CU003377,32,male,self employed,27406,777,Karnataka
CU002393,54,female,N/A,41425,671,andhra pradesh
CU001484,33,m,self employed,40995,805,TELANGANA
CU002752,54,MALE,Salaried ,-,724,karnataka
CU002374,32,Male,SALARIED,43349,526, Kerala
CU002368,21,F,Self-Employed,18225,600,Andhra Pradesh
CU003291,38,M,Salaried,47762,479,Uttar Pradesh
CU002624,47,M,Salaried ,42513,672,Tamilnadu
CU001293,37,M,Salaried,12000,666,
CU000853,43,m,salaried,30264,770,Tamil Nadu
CU002772,43,Male,SALARIED,55213,764,Uttar Pradesh
CU001618,48,MALE,salaried,38469,574,
CU002615,63,F,salaried,79246,632,KERALA
CU004314,57,N/A,N/A,62203,669,Uttar Pradesh 
CU004248,21,N/A,Salaried ,58180,539,TN
CU004237,47,Male,salaried,36255,615,maharashtra
CU003507,38,m,SALARIED,59801,661,DELHI
CU002622,40,Female,SALARIED,55931,784,Karnatka
CU000141,46,m,Salaried ,0,649,uttar pradesh
CU001590,28,male,Self-Employed,"₹28,507",584,TELANGANA
CU003530,31,F,self employed,"₹37,956",673,Delhi
CU003324,37,M,salaried,45576,652,WB
CU002438,46,m,SALARIED,-,676,Karnatka
CU004581,46,FEMALE,N/A,"₹63,054",413,Gujrat
CU000821,44,MALE,self employed,33941,609,WestBengal
CU003841,43,m,Salaried ,21799,684,Uttar Pradesh 
CU003866,43,m,Salaried,68785,800,Uttar Pradesh 
CU002787,50,female,Self Employed,-,666,Telangana
CU002533,36,Male,salaried,25576,613,GJ
CU001137,39,male,Salaried,60415,784,MH
CU001818,45,Male,Salaried,43864,unknown,DELHI
CU000230,31,female,salaried,44488,785,Tamilnadu
CU001000,56,m,Self-Employed,33672,754,kerala
CU002716,26,male,selfemployed,41088,unknown,gujarat
CU003158,45,m,Salaried,21426,711,Andhra Pradesh 
CU002581,43,M,selfemployed,25489,unknown,TELANGANA
CU003561,23,Male,Salaried,-,unknown,West Bengal
CU000025,40,FEMALE,Salaried,43511,unknown,AP
CU001119,35,M,selfemployed,43607,655,WB
CU002150,24,Male,SELF-EMPLOYED,22810,834,Gujarat
CU000629,31,M,SALARIED,54153,632,Gujarat
CU001472,43,m,SELF-EMPLOYED,61234,709,TELANGANA
CU000262,33,f,N/A,45977,683,KARNATAKA
CU001389,21,m,salaried,"₹40,294",501,west bengal
CU002554,55,M,Salaried,37817,562,Maharashtra
CU002423,22,female,Salaried ,52895,712,Telangana
CU001696,33,FEMALE,Salaried ,18190,651,Tamil Nadu
CU000009,40,Male,SALARIED,12000,746,TamilNadu
CU001607,42,Male,self employed,57182,731,Karnatka
CU001067,29,Male,self employed,54507,610,Andhra Pradesh 
CU001903,58,FEMALE,SELF-EMPLOYED,"₹31,123",671,Maharastra
CU002412,39,male,Salaried,21459,820,Gujarat
CU004553,150,Female,Salaried ,39493,821,GJ
CU001714,35,male,SELF-EMPLOYED,47831,722,GJ
CU000401,35,Female,self employed,31999,581,Karnataka
CU003881,41,m,N/A,57471,668,WestBengal
CU001995,27,m,Salaried,35837,unknown,Gujarat
CU001540,37,MALE,N/A,75721,733,DELHI
CU004430,57,Female,Self-Employed,12134,647,KERALA
CU003899,33,FEMALE,Self-Employed,-,636,delhi
CU004117,54,m,SELF-EMPLOYED,67146,719,delhi
CU000039,35,M,Salaried,29925,673,TN
CU002293,53,female,SALARIED,34470,533,Uttar Pradesh 
CU002810,46,MALE,N/A,61553,755,TN
CU000865,41,Male,SALARIED,12000,644,andhra pradesh
CU004468,35,Male,salaried,22196,562,delhi
CU003838,37,Male,Salaried,45872,692,Kerala
CU003102,52,Female,Self Employed,63460,729,Uttar Pradesh 
CU001435,40,Male,SALARIED,70777,872,Tamil Nadu
CU002441,42,MALE,Self Employed,78544,740, Kerala
CU002434,39,Male,Salaried,60278,644,
CU002376,41,Male,Salaried ,28994,678,UP
CU003900,27,F,Self Employed,55040,526,TELANGANA
CU000208,52,FEMALE,Salaried,51854,721,Uttar Pradesh 
CU004059,26,MALE,Salaried,65635,676,DELHI
CU001070,26,FEMALE,Self-Employed,37162,588,Kerala 
CU002920,40,female,Salaried,63552,623,DELHI
CU002097,37,f,Salaried ,16865,unknown,Delhi
CU003524,21,N/A,Salaried,33806,unknown,Maharashtra
CU000670,41,M,Self Employed,49505,742, Kerala
CU000852,28,Male,Self Employed,71508,553,Uttar Pradesh
CU001655,52,M,Salaried,31783,769,Gujarat
CU000699,28,FEMALE,salaried,31460,761,karnataka
CU003814,22,M,selfemployed,35589,552,DELHI
CU000294,47,Male,SELF-EMPLOYED,"₹17,662",659,TN
CU004423,38,N/A,Salaried,17012,712,AP
CU000895,51,female,salaried,62723,653,TamilNadu
CU003604,33,M,self employed,"₹56,544",744,Karnataka
CU001326,53,F,Salaried,97840,733,TN
CU002298,23,m,Self-Employed,50480,656,delhi
CU000984,40,m,Self-Employed,58155,673,AP
CU001113,36,M,Self Employed,38081,610,MH
CU000632,55,f,Salaried,44089,641,gujarat
CU001968,150,m,SALARIED,12000,617,Karnatka
CU000213,22,MALE,SELF-EMPLOYED,60208,unknown,uttar pradesh
CU004256,44,M,SALARIED,68289,665,TamilNadu
CU001610,41,FEMALE,selfemployed,-,unknown,telangana
CU004541,47,Male,Salaried ,54144,575,tamil nadu
CU001288,41,MALE,salaried,12000,805,TN
CU002377,37,MALE,Salaried ,34458,826,Maharastra
CU000199,34,FEMALE,salaried,49383,671,Maharastra
CU003424,-1,m,salaried,32594,706,Kerala
CU003348,35,Male,SELF-EMPLOYED,60501,816,Tamil Nadu
