loan_id,customer_id,disbursal_date,loan_amount,tenure_months,interest_rate,emi_amount,vehicle_type,branch,disbursal_date_raw
LN000151,CU003397,2024-01-02,53239,24,13.79,2550.88,Tractor,chennai,02/01/2024
LN004513,CU000814,2023-04-25,192029,36,10.17,6211.57,Car,ahmedabad,04/25/2023
LN004688,CU002737,2024-03-15,95640,48,17.81,2799.94,Car,bangalore,2024-03-15
LN003042,CU001096,2021-01-14,183716,36,10.42,5964.29,"Two wheeler",thrissur,01/14/2021
LN000215,CU004059,2023-07-13,191164,24,12.63,9055.1,Car,kolkata,07/13/2023
LN000997,CU004447,2024-05-08,374182,36,16.57,13260.67,Car,kozhikode,08/05/2024
LN001767,CU000462,2022-05-12,186411,36,15.26,6485.76,"Two wheeler",ahmedabad,2022-05-12
LN003541,CU001838,2022-12-08,53431,36,13.83,1821.74,Car,chennai,2022-12-08
LN004793,CU002457,2021-10-26,152040,60,14.9,3609.05,"Commercial Vehicle",ahmedabad,10/26/2021
LN004230,CU003483,2021-05-28,92380,36,15.01,3202.84,"Two wheeler",bangalore,05/28/2021
LN004988,CU001052,2021-02-12,130539,60,16.18,3186.95,Car,mumbai,"12 Feb 2021"
LN004179,CU002634,2022-06-25,73383,48,9.8,1854.14,"Two wheeler",delhi,06/25/2022
LN004484,CU002918,2021-01-16,124619,36,14.38,4282.22,"Commercial Vehicle",mumbai,16/01/2021
LN003383,CU003430,2022-06-27,209587,60,9.89,4441.77,Tractor,chennai,27/06/2022
LN000033,CU002190,2021-06-09,226215,36,10.08,7307.82,"Commercial Vehicle",ahmedabad,09/06/2021
LN000915,CU001348,2023-03-07,115450,48,18.23,3405.23,"Commercial Vehicle",kozhikode,2023-03-07
LN000012,CU003362,2021-08-23,167241,12,13.1,14945.36,"Two wheeler",kochi,2021-08-23
LN002972,CU000954,2023-06-13,171064,48,13.87,4663.43,Car,kolkata,"13 Jun 2023"
LN003037,CU000682,2021-12-18,111139,60,11.9,2466.61,Car,coimbatore,12/18/2021
LN001230,CU000426,2023-07-29,176108,24,17.15,8719.88,"Two wheeler",kochi,2023-07-29
LN003753,CU000308,2023-12-05,84353,48,18.24,2488.46,"Commercial Vehicle",kolkata,2023-12-05
LN001337,CU001200,2021-05-30,123356,36,17.94,4455.9,"Two wheeler",kochi,"30 May 2021"
LN002098,CU001186,2024-06-03,99156,36,12.81,3331.89,"Commercial Vehicle",pune,2024-06-03
LN004037,CU002090,2023-04-14,77239,12,18.05,7083.11,Car,kochi,14/04/2023
LN003805,CU002224,2023-10-18,45545,36,13.45,1544.48,"Two wheeler",ahmedabad,2023-10-18
LN003438,CU004454,2021-01-30,211805,36,12.13,7048.12,Car,ahmedabad,2021-01-30
LN001992,CU003311,2022-12-04,246455,36,10.11,7965.14,Tractor,kolkata,2022-12-04
LN002183,CU000904,2023-03-23,129376,24,14.09,6217.22,"Two wheeler",bangalore,2023-03-23
LN003711,CU000278,2021-02-01,63752,24,11.68,2991.51,"Two wheeler",kozhikode,2021-02-01
LN004661,CU003018,2022-09-12,105019,48,15.29,2938.22,Car,bangalore,"12 Sep 2022"
LN000268,CU000582,2024-04-24,293281,12,16.38,26662.4,Car,bangalore,"24 Apr 2024"
LN000554,CU002891,2022-06-07,174681,36,17.26,6250.48,Car,pune,2022-06-07
LN004601,CU003517,2021-07-15,69497,48,9.57,1748.31,Tractor,thrissur,"15 Jul 2021"
LN003435,CU003741,2022-12-23,202669,36,11.49,6682.25,"Commercial Vehicle",hyderabad,2022-12-23
LN003204,CU003016,2022-12-07,189115,36,17.21,6762.25,"Commercial Vehicle",kozhikode,07/12/2022
LN002118,CU004182,2023-06-26,159285,48,12.01,4195.37,Tractor,kozhikode,26/06/2023
LN002075,CU000142,2021-05-01,112500,36,12.38,3757.06,"Two wheeler",kozhikode,"01 May 2021"
LN002561,CU001877,2021-10-03,216397,36,18.24,7849.35,Tractor,hyderabad,2021-10-03
LN002225,CU004598,2024-06-02,202088,36,14.61,6966.91,Car,kochi,"02 Jun 2024"
LN001314,CU000036,2022-02-19,153042,36,12.9,5149.22,"Two wheeler",kochi,2022-02-19
LN002566,CU002990,2021-04-01,67988,12,16.8,6194.38,Car,kozhikode,2021-04-01
LN002412,CU002967,2023-07-08,125595,24,11.54,5885.25,"Two wheeler",bangalore,2023-07-08
LN003259,CU004582,2021-09-15,99344,24,10.09,4588.35,"Two wheeler",chennai,09/15/2021
LN004141,CU001060,2021-04-24,175525,36,10.07,5669.47,Car,coimbatore,24/04/2021
LN003980,CU002411,2022-12-26,186141,36,9.68,5978.32,Car,ahmedabad,26/12/2022
LN003796,CU003354,2021-12-27,129963,48,12.16,3432.64,"Two wheeler",kolkata,"27 Dec 2021"
LN003953,CU001927,2023-10-31,118389,24,14.9,5734.66,"Two wheeler",ahmedabad,2023-10-31
LN003331,CU000394,2021-11-01,105040,24,18.42,5265.37,"Commercial Vehicle",pune,2021-11-01
LN004258,CU003231,2021-08-31,220253,60,17.14,5490.45,"Two wheeler",kochi,31/08/2021
LN002066,CU000981,2024-02-18,88962,48,15.68,2506.65,"Two wheeler",kozhikode,18/02/2024
LN002248,CU001154,2021-01-06,257848,60,10.33,5520.47,"Two wheeler",kolkata,06/01/2021
LN001204,CU003845,2023-04-22,117490,36,16.57,4163.74,"Two wheeler",mumbai,04/22/2023
LN001310,CU000355,2021-05-17,223185,24,14.45,10763.26,"Two wheeler",coimbatore,2021-05-17
LN001090,CU002423,2022-07-06,157338,36,10.66,5125.75,Tractor,mumbai,"06 Jul 2022"
LN000153,CU002673,2021-03-03,93202,48,13.85,2539.87,Car,coimbatore,2021-03-03
LN003634,CU001622,2022-05-27,387522,36,13.81,13208.85,"Two wheeler",chennai,27/05/2022
LN004297,CU000046,2024-02-20,144826,48,16.08,4110.35,"Commercial Vehicle",kozhikode,2024-02-20
LN004777,CU000627,2021-05-21,164925,36,10.91,5392.41,"Two wheeler",kozhikode,"21 May 2021"
LN004798,CU004137,2024-01-23,180460,48,18.34,5333.13,Tractor,coimbatore,01/23/2024
LN004985,CU003651,2022-01-28,158743,36,17.78,5721.44,"Two wheeler",chennai,2022-01-28
LN004714,CU002752,2023-05-25,227678,60,15.58,5486.01,"Two wheeler",coimbatore,2023-05-25
LN000785,CU002364,2022-06-08,46001,24,16.91,2272.4,"Commercial Vehicle",delhi,2022-06-08
LN004353,CU000900,2021-09-18,467015,48,15.99,13232.94,"Commercial Vehicle",bangalore,"18 Sep 2021"
LN002711,CU000896,2021-01-04,64016,24,9.85,2949.58,"Two wheeler",thrissur,04/01/2021
LN002996,CU004094,2023-09-08,93814,36,11.57,3096.74,"Two wheeler",thrissur,"08 Sep 2023"
LN004461,CU002793,2023-05-14,125990,24,18.13,6297.85,"Two wheeler",coimbatore,2023-05-14
LN000791,CU002959,2022-07-20,249155,36,13.83,8494.97,"Two wheeler",hyderabad,20/07/2022
LN004290,CU002172,2023-06-26,95369,36,9.55,3057.18,"Two wheeler",kozhikode,06/26/2023
LN000446,CU001307,2022-04-04,70727,24,15.37,3441.76,"Two wheeler",kozhikode,04/04/2022
LN003139,CU000577,2021-09-24,101252,36,11.44,3336,"Two wheeler",coimbatore,2021-09-24
LN001254,CU002749,2022-06-03,155550,48,16.25,4428.27,"Two wheeler",kolkata,2022-06-03
LN004948,CU001888,2023-05-29,184199,48,16.82,5297.93,Car,bangalore,"29 May 2023"
LN003338,CU003775,2022-11-15,267220,36,12.82,8980.55,"Commercial Vehicle",coimbatore,11/15/2022
LN001986,CU003346,2023-11-13,241073,12,9.69,21159.4,Car,ahmedabad,11/13/2023
LN001981,CU002608,2023-10-26,187754,48,16.1,5330.62,"Commercial Vehicle",bangalore,"26 Oct 2023"
LN001417,CU000675,2021-10-15,117376,24,17.36,5823.66,Car,chennai,"15 Oct 2021"
LN003599,CU002461,2021-05-22,147249,24,13.66,7046.22,"Two wheeler",ahmedabad,22/05/2021
LN004955,CU003989,2023-10-26,130141,60,18.41,3333.82,Car,ahmedabad,10/26/2023
LN001270,CU000504,2022-07-11,131640,36,10.51,4279.24,Car,bangalore,11/07/2022
LN003236,CU003089,2021-10-19,269694,36,16.21,9509.63,"Commercial Vehicle",hyderabad,"19 Oct 2021"
LN001010,CU003007,2021-02-23,109266,24,13.05,5197.27,"Two wheeler",mumbai,"23 Feb 2021"
LN002096,CU001056,2022-06-05,90961,36,9.71,2922.69,"Two wheeler",bangalore,2022-06-05
LN002400,CU003261,2021-11-10,156492,48,16.26,4455.89,"Two wheeler",pune,10/11/2021
LN003147,CU002690,2023-03-18,216096,12,12.36,19236.28,"Two wheeler",kochi,"18 Mar 2023"
LN002390,CU002445,2021-09-25,190984,12,17.67,17479.43,Tractor,pune,2021-09-25
LN001073,CU001256,2023-01-12,219394,36,14.88,7592.48,Car,kolkata,12/01/2023
LN003970,CU001005,2022-10-05,156297,12,13.92,14027.57,"Two wheeler",delhi,2022-10-05
LN003856,CU003798,2024-06-25,65021,24,12.45,3074.45,Car,coimbatore,06/25/2024
LN003608,CU003014,2023-05-31,183593,24,13.75,8793.16,"Commercial Vehicle",kochi,2023-05-31
LN002523,CU004297,2023-09-19,148093,12,18.19,13590.56,Tractor,chennai,09/19/2023
LN004510,CU000515,2024-02-21,235611,48,11.36,6130.76,"Two wheeler",delhi,2024-02-21
LN000887,CU003428,2022-07-02,92411,36,16.08,3252.55,"Two wheeler",kozhikode,02/07/2022
LN004034,CU004251,2021-09-08,134460,12,18.18,12338.81,Car,hyderabad,2021-09-08
LN000196,CU003506,2021-03-20,144406,24,10.81,6717.72,Car,hyderabad,"20 Mar 2021"
LN003823,CU000203,2021-05-07,161755,24,10.32,7488.09,"Two wheeler",kozhikode,2021-05-07
LN001138,CU000178,2022-01-12,239878,36,11.85,7950.21,"Two wheeler",kozhikode,12/01/2022
LN000377,CU004039,2022-08-28,748089,24,14.53,36105.5,"Two wheeler",coimbatore,"28 Aug 2022"
LN002001,CU001983,2024-06-30,110511,12,17.24,10091.72,Car,delhi,2024-06-30
LN002648,CU002328,2021-12-27,219542,48,9.85,5552.35,Car,coimbatore,2021-12-27
LN001325,CU003827,2022-01-26,146230,24,18.34,7324.45,Car,kochi,26/01/2022
LN004145,CU001554,2021-07-30,76853,36,17.98,2777.65,"Commercial Vehicle",pune,30/07/2021
LN001662,CU000075,2022-05-02,120957,36,10.94,3956.54,"Commercial Vehicle",delhi,"02 May 2022"
LN001267,CU004175,2024-03-27,123703,24,15.02,5999.12,Car,coimbatore,03/27/2024
LN001931,CU002115,2023-04-06,209081,24,17.82,10420.01,"Commercial Vehicle",delhi,2023-04-06
LN001792,CU003512,2022-09-19,40000,36,16.3,1412.21,"Two wheeler",pune,2022-09-19
LN003808,CU001085,2021-11-02,69195,36,12.58,2317.48,"Two wheeler",kochi,02/11/2021
LN004243,CU004307,2021-01-01,158362,12,17.15,14454.64,"Two wheeler",mumbai,"01 Jan 2021"
LN000973,CU004372,2023-07-30,227238,24,17.24,11261.38,"Commercial Vehicle",coimbatore,2023-07-30
LN003282,CU002053,2023-08-20,141944,48,10.06,3604.16,"Two wheeler",ahmedabad,"20 Aug 2023"
LN003644,CU002663,2024-01-15,68898,24,10.41,3192.35,Car,kozhikode,2024-01-15
LN000162,CU003328,2023-03-14,131267,48,16.33,3742.37,"Two wheeler",chennai,03/14/2023
LN002128,CU000137,2022-03-01,262093,36,13.05,8837.26,"Two wheeler",pune,"01 Mar 2022"
LN003140,CU004159,2024-03-29,177385,36,16.9,6315.43,Car,delhi,03/29/2024
LN002959,CU002161,2022-06-22,264753,60,15.75,6403.16,"Two wheeler",delhi,06/22/2022
LN004018,CU001080,2022-04-17,47269,24,9.81,2177.08,"Commercial Vehicle",coimbatore,2022-04-17
LN002697,CU003528,2021-09-04,173213,48,15.45,4860.25,"Commercial Vehicle",kozhikode,04/09/2021
LN002085,CU004335,2022-02-01,176518,36,13.85,6020.11,Car,coimbatore,01/02/2022
LN004164,CU002471,2024-05-13,174862,24,10.87,8139.39,"Two wheeler",kolkata,"13 May 2024"
LN002031,CU002816,2024-06-29,122999,36,11.78,4072.41,"Two wheeler",kolkata,29/06/2024
LN003674,CU003107,2021-05-21,185632,48,13.41,5017.9,Car,thrissur,05/21/2021
LN004152,CU002913,2021-10-19,170389,36,11.07,5583.97,"Two wheeler",kolkata,2021-10-19
LN004057,CU002591,2022-01-26,129333,48,18.28,3818.11,"Commercial Vehicle",coimbatore,01/26/2022
LN004473,CU001655,2022-07-20,199515,24,14.2,9598.15,"Two wheeler",thrissur,20/07/2022
LN000734,CU000771,2023-09-04,169990,48,18.28,5018.36,Car,kolkata,04/09/2023
LN002095,CU002783,2024-06-14,382492,24,15.42,18622.17,"Two wheeler",ahmedabad,2024-06-14
LN001678,CU000660,2024-06-28,84864,24,14.21,4082.99,"Two wheeler",mumbai,2024-06-28
LN002145,CU003113,2021-11-02,166798,60,14.08,3888.02,"Commercial Vehicle",kolkata,02/11/2021
LN000517,CU003778,2023-10-30,244037,36,9.59,7827.5,Car,kozhikode,10/30/2023
LN001513,CU001769,2023-09-06,94056,48,11.04,2432.75,"Commercial Vehicle",hyderabad,06/09/2023
LN002771,CU002424,2024-04-23,76776,48,9.83,1940.98,Car,kochi,2024-04-23
LN002083,CU003122,2024-06-20,118014,24,10.84,5491.61,"Two wheeler",kolkata,2024-06-20
LN000787,CU001480,2023-12-29,99826,24,13.98,4791.99,Car,delhi,29/12/2023
LN001453,CU001982,2022-10-14,121300,12,10.29,10680.56,"Two wheeler",kolkata,2022-10-14
LN001315,CU001243,2023-11-22,93709,48,17.43,2724.87,Tractor,pune,2023-11-22
LN003096,CU003736,2023-07-01,89402,36,16.21,3152.39,"Commercial Vehicle",coimbatore,01/07/2023
LN004754,CU001902,2022-04-28,122989,48,11.6,3214.67,"Two wheeler",pune,"28 Apr 2022"
LN002435,CU003156,2024-02-19,151753,48,10.91,3915.51,"Two wheeler",mumbai,2024-02-19
LN001125,CU003246,2022-03-30,198058,36,14.15,6783.59,"Commercial Vehicle",chennai,30/03/2022
LN004634,CU000623,2021-05-26,313405,24,14.59,15134.98,"Commercial Vehicle",chennai,2021-05-26
LN002487,CU001344,2022-04-20,302899,48,13.39,8184.78,"Two wheeler",bangalore,"20 Apr 2022"
LN004425,CU000650,2022-11-21,110208,48,16.05,3126.15,Car,pune,21/11/2022
LN004858,CU002634,2021-11-12,228294,60,16.6,5624.71,"Commercial Vehicle",kochi,2021-11-12
LN000140,CU001163,2023-11-13,63338,48,18.48,1876.48,"Two wheeler",thrissur,"13 Nov 2023"
LN003508,CU001960,2024-06-13,108793,36,12.57,3643.17,"Two wheeler",mumbai,06/13/2024
LN004949,CU003293,2022-12-30,125189,24,15.59,6105.15,"Two wheeler",kozhikode,2022-12-30
LN003956,CU002705,2022-09-28,146331,48,15.13,4082.15,Car,hyderabad,28/09/2022
LN000533,CU001580,2024-01-15,124945,36,11.97,4148.17,"Two wheeler",bangalore,2024-01-15
LN000064,CU001077,2023-03-06,117549,24,15.68,5737.61,"Two wheeler",bangalore,"06 Mar 2023"
LN001852,CU001885,2022-05-03,147571,24,14.65,7130.71,"Two wheeler",mumbai,2022-05-03
LN004062,CU003201,2022-09-08,51343,36,13.44,1740.85,"Commercial Vehicle",ahmedabad,08/09/2022
LN000960,CU003917,2024-03-04,219999,48,15.12,6136.13,"Two wheeler",coimbatore,2024-03-04
LN001276,CU001780,2023-05-09,138895,48,16.8,3993.46,Tractor,mumbai,09/05/2023
LN003374,CU003362,2023-05-19,138537,36,14.79,4788.2,"Two wheeler",delhi,"19 May 2023"
LN003008,CU000185,2022-03-20,94123,36,9.69,3023.4,"Two wheeler",chennai,2022-03-20
LN001405,CU003633,2023-12-04,226968,36,18.05,8211.13,"Two wheeler",thrissur,2023-12-04
LN000010,CU001202,2022-04-02,88206,24,15.33,4290.66,"Commercial Vehicle",coimbatore,"02 Apr 2022"
LN002043,CU003156,2022-01-23,98665,24,16.04,4832.83,Tractor,mumbai,2022-01-23
LN001949,CU004116,2022-11-16,113949,36,13.59,3871.85,"Two wheeler",chennai,16/11/2022
LN000333,CU000978,2021-08-17,152762,24,17.24,7570.53,Car,kolkata,08/17/2021
LN003837,CU004451,2024-04-11,110899,36,18.05,4012.05,"Two wheeler",mumbai,2024-04-11
LN003510,CU002286,2021-11-23,119009,24,9.64,5471.91,Car,hyderabad,2021-11-23
LN003630,CU002608,2023-12-07,268054,48,13.01,7192.55,"Two wheeler",kochi,2023-12-07
LN003973,CU003408,2023-04-02,168209,36,16.36,5943.67,"Commercial Vehicle",kochi,2023-04-02
LN003554,CU003795,2022-02-19,200560,12,17.73,18361.58,Car,kochi,19/02/2022
LN001933,CU000860,2024-06-01,60783,24,14.09,2920.95,"Two wheeler",thrissur,01/06/2024
LN000632,CU003863,2024-03-19,59145,24,11.02,2757.17,"Commercial Vehicle",kochi,2024-03-19
LN003536,CU002807,2022-10-26,184455,36,13.67,6274.71,"Commercial Vehicle",coimbatore,"26 Oct 2022"
LN004818,CU003644,2022-05-20,70993,36,15.69,2485.05,"Two wheeler",coimbatore,"20 May 2022"
LN003822,CU004571,2022-02-14,69133,24,17.13,3422.41,Tractor,ahmedabad,14/02/2022
LN003772,CU004546,2021-03-05,116447,24,11.86,5473.95,"Two wheeler",delhi,2021-03-05
LN004494,CU001988,2021-05-21,96658,36,11.86,3203.97,"Commercial Vehicle",coimbatore,"21 May 2021"
LN002987,CU003396,2022-06-11,92799,24,15.55,4523.8,"Two wheeler",mumbai,2022-06-11
LN004330,CU000572,2021-04-20,166292,12,11.77,14756.96,"Commercial Vehicle",thrissur,2021-04-20
LN004468,CU001016,2021-11-14,212090,36,10.16,6859.49,Car,chennai,"14 Nov 2021"
LN000406,CU000770,2022-10-10,182312,24,9.73,8390.07,Car,hyderabad,10/10/2022
LN004558,CU003682,2023-03-29,238176,12,15.46,21549.1,"Two wheeler",coimbatore,03/29/2023
LN002088,CU002829,2024-03-10,147454,36,10.07,4762.77,Car,bangalore,10/03/2024
LN002865,CU000036,2023-03-01,136763,36,18.05,4947.74,"Commercial Vehicle",kochi,2023-03-01
LN000527,CU003032,2023-04-01,214044,24,16.31,10511.99,Tractor,mumbai,2023-04-01
LN003910,CU000787,2024-04-03,123156,36,15.07,4273.47,Car,thrissur,"03 Apr 2024"
LN002783,CU002564,2021-11-19,192762,36,15.88,6765.53,"Two wheeler",kolkata,"19 Nov 2021"
LN001289,CU000843,2023-06-12,161202,36,10.29,5223.51,"Commercial Vehicle",thrissur,2023-06-12
LN001826,CU000533,2022-01-30,177361,24,14.02,8517.29,"Two wheeler",ahmedabad,30/01/2022
LN004713,CU000824,2021-08-04,169116,48,9.56,4253.57,"Two wheeler",kolkata,"04 Aug 2021"
LN003977,CU002775,2023-09-14,155610,36,16.98,5546.37,"Commercial Vehicle",bangalore,14/09/2023
LN000857,CU002161,2024-10-04,166371,24,16.46,8182.66,"Two wheeler",delhi,04/10/2024
LN000558,CU003870,2022-08-30,166349,36,14.71,5742.95,"Two wheeler",kochi,30/08/2022
LN003040,CU004463,2022-12-16,152398,48,13.77,4146.94,"Two wheeler",chennai,2022-12-16
LN004443,CU000508,2023-11-06,266725,60,15.9,6472.07,"Commercial Vehicle",kozhikode,2023-11-06
LN003520,CU001834,2022-05-23,286422,48,17.87,8394.2,Car,pune,23/05/2022
LN001435,CU003500,2023-09-08,151553,24,18.17,7578.6,"Two wheeler",kozhikode,08/09/2023
LN003168,CU002123,2022-05-26,170945,36,15.91,6002.33,"Two wheeler",pune,2022-05-26
LN004255,CU003121,2023-08-04,160404,36,14.31,5506.41,"Two wheeler",coimbatore,"04 Aug 2023"
LN003606,CU001688,2021-11-22,197003,48,10.7,5062.99,"Commercial Vehicle",kochi,2021-11-22
LN003426,CU002068,2023-11-28,48524,24,16.29,2382.62,"Commercial Vehicle",kochi,28/11/2023
LN004015,CU000966,2024-02-10,122489,36,10.17,3962.16,"Two wheeler",hyderabad,"10 Feb 2024"
LN004656,CU000409,2024-05-27,333907,48,10.85,8605.7,"Two wheeler",bangalore,05/27/2024
LN001021,CU003981,2021-05-10,64677,36,14.59,2229.09,Car,delhi,10/05/2021
LN003472,CU004597,2022-09-04,60934,36,10.76,1987.98,Tractor,mumbai,04/09/2022
LN000512,CU003690,2023-06-14,159685,24,15.29,7764.61,"Two wheeler",kozhikode,14/06/2023
LN002784,CU002517,2024-06-20,212956,48,12.33,5642.51,Car,bangalore,06/20/2024
LN004723,CU003765,2022-08-02,115073,60,14.19,2688.9,"Two wheeler",kozhikode,2022-08-02
LN001887,CU002136,2023-07-07,112855,36,10.18,3651.06,Car,thrissur,2023-07-07
LN003666,CU003624,2023-09-12,251175,48,17.6,7325.87,Car,hyderabad,12/09/2023
LN001799,CU001690,2022-03-18,348352,24,17.32,17276.92,"Two wheeler",kolkata,18/03/2022
LN001149,CU001920,2021-06-19,91323,36,12.65,3061.66,Car,hyderabad,2021-06-19
LN002108,CU003696,2023-03-29,89514,24,16.21,4391.87,"Commercial Vehicle",kozhikode,2023-03-29
LN001563,CU002656,2021-12-07,168865,12,12.08,15009.77,"Commercial Vehicle",thrissur,07/12/2021
LN001744,CU004379,2021-07-28,360830,24,12.78,17117.25,"Two wheeler",kochi,07/28/2021
LN000607,CU004260,2023-03-23,115770,36,12.84,3891.83,"Two wheeler",kozhikode,23/03/2023
LN002596,CU003789,2023-11-29,69025,36,17.54,2479.52,"Two wheeler",ahmedabad,"29 Nov 2023"
LN003764,CU002757,2022-01-14,45771,24,14.31,2204.31,"Two wheeler",bangalore,"14 Jan 2022"
LN001332,CU002397,2021-10-15,200881,36,14.02,6867.59,"Two wheeler",pune,10/15/2021
LN004424,CU003431,2023-12-18,125961,48,11.47,3284.35,"Two wheeler",delhi,"18 Dec 2023"
LN001182,CU002758,2022-05-19,177872,24,14.28,8563.69,"Two wheeler",kolkata,"19 May 2022"
LN003078,CU000036,2021-03-04,136825,24,11.57,6413.39,"Two wheeler",coimbatore,2021-03-04
LN003317,CU000848,2021-04-23,84997,12,17.63,7777.57,"Two wheeler",ahmedabad,04/23/2021
LN001770,CU002728,2023-10-29,229214,24,18.03,11446.63,Tractor,bangalore,2023-10-29
LN001756,CU000439,2023-03-14,102987,12,12.68,9183.06,"Commercial Vehicle",delhi,2023-03-14
LN004305,CU001769,2022-02-11,287580,60,15.47,6912.66,Car,kozhikode,"11 Feb 2022"
LN001346,CU002989,2024-06-03,69893,24,13.89,3352.13,"Commercial Vehicle",hyderabad,"03 Jun 2024"
LN000511,CU000034,2021-05-30,234046,36,16.08,8237.61,Tractor,chennai,2021-05-30
LN001677,CU003042,2021-06-15,111324,12,15.19,10057.9,"Two wheeler",thrissur,15/06/2021
LN002062,CU004498,2022-09-13,110749,36,9.53,3549.17,"Two wheeler",coimbatore,2022-09-13
LN004906,CU001699,2024-04-30,278083,60,10.38,5960.57,Car,chennai,2024-04-30
LN000457,CU000075,2023-09-17,144778,48,17.37,4205.34,Car,pune,2023-09-17
LN001809,CU001923,2023-06-08,458341,48,17.62,13372.93,"Two wheeler",pune,08/06/2023
LN002560,CU003649,2024-05-02,57699,24,17.6,2869.43,"Two wheeler",chennai,2024-05-02
LN000757,CU001804,2022-05-07,205421,48,18.09,6043.91,Car,kolkata,07/05/2022
LN002379,CU003195,2024-03-22,94524,24,17.24,4684.39,"Two wheeler",bangalore,03/22/2024
LN002864,CU003314,2022-09-08,147047,36,15.33,5121.23,Car,thrissur,"08 Sep 2022"
LN001066,CU004527,2022-10-24,71243,36,17.52,2558.48,"Two wheeler",pune,2022-10-24
LN001266,CU000400,2022-03-20,76043,36,12.39,2539.9,Car,delhi,20/03/2022
LN002606,CU000415,2021-03-04,215079,48,12.29,5694.53,"Two wheeler",kozhikode,2021-03-04
LN001820,CU004217,2023-05-23,173713,48,17.26,5035.89,"Two wheeler",coimbatore,2023-05-23
LN000692,CU002644,2021-04-11,157601,24,11.44,7377.68,"Two wheeler",bangalore,2021-04-11
LN003918,CU002928,2024-06-11,204022,24,17.85,10170.83,"Commercial Vehicle",pune,2024-06-11
LN004269,CU002750,2022-09-24,153803,36,18.17,5573.47,"Two wheeler",coimbatore,09/24/2022
LN000502,CU001045,2021-09-27,106191,36,15.27,3695.2,Car,kozhikode,"27 Sep 2021"
LN002169,CU000528,2022-08-20,150880,36,12.08,5017.14,Car,delhi,08/20/2022
LN004165,CU004066,2023-01-17,199523,12,12.29,17754.46,"Two wheeler",kozhikode,2023-01-17
LN001039,CU001193,2021-12-04,127647,36,15.12,4432.43,Car,coimbatore,04/12/2021
LN001022,CU001153,2021-01-16,97899,24,15.54,4771.95,"Two wheeler",ahmedabad,16/01/2021
LN000358,CU000341,2023-03-23,137900,60,15.16,3292.22,Car,hyderabad,23/03/2023
LN004215,CU001848,2023-02-10,70738,36,10.7,2305.83,"Two wheeler",mumbai,10/02/2023
LN001509,CU001625,2022-08-31,350184,36,15.95,12302.79,"Commercial Vehicle",delhi,"31 Aug 2022"
LN000211,CU004491,2022-05-23,68907,36,18.1,2494.61,"Two wheeler",bangalore,2022-05-23
LN003911,CU000274,2024-05-20,327565,48,16.34,9340.42,"Two wheeler",kochi,20/05/2024
LN002082,CU003295,2021-12-16,99718,60,10.62,2149.26,"Two wheeler",coimbatore,12/16/2021
LN000737,CU002457,2022-07-15,332563,48,11.62,8695.74,"Two wheeler",coimbatore,15/07/2022
LN003899,CU000439,2021-11-03,96332,24,18.41,4828.39,"Commercial Vehicle",kozhikode,03/11/2021
LN003676,CU000969,2021-07-28,260410,48,16.19,7405.46,"Commercial Vehicle",mumbai,28/07/2021
LN004588,CU000391,2022-07-26,259241,36,10.26,8396.66,Tractor,chennai,07/26/2022
LN004705,CU001609,2021-10-06,144288,36,12.4,4820.04,"Two wheeler",ahmedabad,2021-10-06
LN000717,CU003018,2022-09-16,84173,36,18.14,3048.97,"Two wheeler",coimbatore,2022-09-16
LN002575,CU003687,2021-01-08,204830,48,14.85,5685.01,Car,mumbai,08/01/2021
LN002538,CU001206,2021-11-23,88945,36,10.13,2875.44,"Commercial Vehicle",kozhikode,11/23/2021
LN000904,CU001072,2023-02-17,85728,36,10.89,2802.16,Car,kochi,2023-02-17
LN001335,CU000009,2024-05-19,208863,36,15.94,7336.82,Car,kochi,19/05/2024
LN003785,CU000174,2023-07-05,71961,24,9.93,3318.31,Tractor,kochi,"05 Jul 2023"
LN004275,CU004392,2024-02-02,205735,48,17.65,6005.9,"Two wheeler",hyderabad,02/02/2024
LN002281,CU003281,2024-04-29,90640,24,15.3,4407.76,Car,ahmedabad,04/29/2024
LN001103,CU000236,2023-02-26,195612,12,15.51,17702.72,"Two wheeler",chennai,2023-02-26
LN001031,CU004310,2022-01-30,105159,48,13.33,2838.41,Car,pune,2022-01-30
LN002483,CU001066,2024-09-02,233554,24,14.95,11318.7,"Two wheeler",kolkata,02/09/2024
LN004363,CU000246,2023-05-26,93741,60,12.38,2103.26,Tractor,mumbai,05/26/2023
LN004530,CU001383,2022-09-30,98895,60,14.95,2350.11,"Two wheeler",hyderabad,30/09/2022
LN001669,CU001061,2021-06-15,145533,36,12.14,4843.52,"Two wheeler",mumbai,15/06/2021
LN002639,CU000087,2021-03-29,165723,36,14.5,5704.35,"Two wheeler",kozhikode,"29 Mar 2021"
LN001107,CU000504,2022-05-05,119378,36,9.79,3840.23,"Two wheeler",bangalore,05/05/2022
LN002753,CU004127,2021-04-10,73956,36,12.07,2458.87,Car,coimbatore,2021-04-10
LN002715,CU003978,2023-11-18,155017,60,11.92,3442,"Two wheeler",delhi,"18 Nov 2023"
LN001625,CU001785,2023-08-02,117588,60,14.83,2786.93,"Two wheeler",hyderabad,2023-08-02
LN001384,CU002989,2021-10-27,98098,36,9.52,3143.29,"Two wheeler",delhi,27/10/2021
