customer_id,age,gender,employment_type,monthly_income,cibil_score,state,age_bucket
CU002183,21,Female,"Self Employed",43337,725,"Uttar Pradesh",21-30
CU002538,21,Female,"Self Employed",67939,674,Delhi,21-30
CU003717,25,Male,Salaried,51654,774,Telangana,21-30
CU003532,30,Male,"Self Employed",23047,725,Kerala,21-30
CU003809,24,Male,Salaried,24148,739,delhi,21-30
CU000366,49,Male,"Self Employed",12000,625,Delhi,41-50
CU000734,39,Female,"Self Employed",53009,691,"Uttar Pradesh",31-40
CU000955,40,Female,"Self Employed",29470,619,Maharashtra,31-40
CU000288,43,Female,Salaried,46289,502,Kerala,41-50
CU002168,27,Female,"Self Employed",23586,609,Telangana,21-30
CU002755,21,Male,Salaried,53580,699,Telangana,21-30
CU001582,56,Female,Salaried,33311,900,"Uttar Pradesh",51-60
CU002029,30,Female,"Self Employed",66490,806,Gujarat,21-30
CU002063,42,Male,Salaried,76523,488,"Andra Pradesh",41-50
CU003301,35,Male,"Self Employed",13762,619,Karnataka,31-40
CU002773,31,Male,Salaried,18335,655,"Uttar Pradesh",31-40
CU004339,29,Female,Salaried,60131,571,"Andra Pradesh",21-30
CU002312,40,Male,"Self Employed",70627,509,"West Bengal",31-40
CU002067,40,Female,Salaried,44099,596,"Uttar Pradesh",31-40
CU003541,54,Male,Salaried,27587,808,"Andra Pradesh",51-60
CU000794,37,Male,Salaried,50173,699,Kerala,31-40
CU002608,48,Female,"Self Employed",20946,590,Gujarat,41-50
CU003836,37,Male,Salaried,61719,769,"Tamil Nadu",31-40
CU002933,65,Male,"Self Employed",71888,692,"Andra Pradesh","60 Above"
CU001098,50,Female,"Self Employed",59620,728,Delhi,41-50
CU001294,48,Male,Salaried,41477,419,"Uttar Pradesh",41-50
CU003405,42,Male,"Self Employed",12000,700,"Andra Pradesh",41-50
CU002862,27,Male,Salaried,51994,457,delhi,21-30
CU003311,26,Female,"Self Employed",46607,878,Telangana,21-30
CU002426,52,Male,Salaried,68703,760,"Andra Pradesh",51-60
CU002057,52,Male,Salaried,12000,645,Karnataka,51-60
CU004534,34,Male,Salaried,30914,730,DELHI,31-40
CU000829,28,Male,Salaried,24682,570,"West Bengal",21-30
CU004356,26,Male,"Self Employed",65860,733,"Tamil Nadu",21-30
CU004112,33,Male,"Self Employed",39475,807,Karnataka,31-40
CU004501,35,Male,"Self Employed",48611,733,Maharashtra,31-40
CU004532,25,Male,Salaried,50865,524,Maharashtra,21-30
CU001596,36,Female,Salaried,54492,743,Gujarat,31-40
CU004011,37,Female,Salaried,23935,643,"Uttar Pradesh",31-40
CU004128,42,Male,Salaried,17924,736,Telangana,41-50
CU000765,43,Male,"Self Employed",34327,834,delhi,41-50
CU003566,52,Male,"Self Employed",45759,692,Telangana,51-60
CU001593,27,Male,Salaried,25554,700,Kerala,21-30
CU002890,38,Male,"Self Employed",26836,642,Gujarat,31-40
CU002346,51,Male,"Self Employed",13555,652,DELHI,51-60
CU000284,47,Male,Salaried,55730,599,"Andra Pradesh",41-50
CU002574,25,Female,Salaried,39316,821,"Andra Pradesh",21-30
CU003528,49,Female,Salaried,69168,610,"West Bengal",41-50
CU002260,36,Female,Salaried,91982,765,"Uttar Pradesh",31-40
CU002027,33,Male,"Self Employed",23036,639,Karnataka,31-40
CU004546,39,Male,Salaried,72557,860,"Uttar Pradesh",31-40
CU001446,39,Male,"Self Employed",31909,495,Telangana,31-40
CU000982,48,Male,Salaried,25824,558,Telangana,41-50
CU001154,43,Male,"Self Employed",20662,802,Maharashtra,41-50
CU004307,30,Female,"Self Employed",75054,547,,21-30
CU000469,39,Female,Salaried,49879,535,Delhi,31-40
CU003857,30,Male,Salaried,50044,819,Karnataka,21-30
CU002526,50,Female,Salaried,12263,900,Telangana,41-50
CU003166,33,Male,"Self Employed",55081,693,Karnataka,31-40
CU001130,26,Male,Salaried,36707,590,"West Bengal",21-30
CU000917,42,Male,Salaried,12000,656,"West Bengal",41-50
CU000167,63,Male,"Self Employed",43078,676,"Tamil Nadu","60 Above"
CU004325,48,Male,"Self Employed",61378,676,"Andra Pradesh",41-50
CU001179,31,Male,"Self Employed",48233,689,"Tamil Nadu",31-40
CU000057,59,Male,Salaried,65649,794,Kerala,51-60
CU002112,47,Male,Salaried,24061,741,"Uttar Pradesh",41-50
CU001308,32,Male,"Self Employed",58717,486,"West Bengal",31-40
CU003598,29,Female,Salaried,45405,542,Kerala,21-30
CU000426,42,Male,"Self Employed",51161,644,Telangana,41-50
CU000698,42,Female,"Self Employed",49445,795,"Andra Pradesh",41-50
CU001266,29,Male,Salaried,54041,647,"Tamil Nadu",21-30
CU002610,53,Male,"Self Employed",52701,436,Karnataka,51-60
CU002889,64,Male,Salaried,41624,632,Maharashtra,"60 Above"
CU001594,21,Male,Salaried,26435,791,Gujarat,21-30
CU002302,42,Male,Salaried,41271,636,Karnataka,41-50
CU000493,36,Female,Salaried,63433,549,"West Bengal",31-40
CU000962,46,Male,Salaried,55818,758,"Tamil Nadu",41-50
CU001861,37,Female,Salaried,68260,763,Gujarat,31-40
CU002498,39,Female,Salaried,70738,668,Telangana,31-40
CU004144,33,Male,Salaried,30925,681,Maharashtra,31-40
CU000979,29,Male,Salaried,56067,717,DELHI,21-30
CU001827,47,Male,"Self Employed",48373,701,"Andra Pradesh",41-50
CU002856,26,Male,"Self Employed",76167,618,Karnataka,21-30
CU001468,37,Male,"Self Employed",56365,777,Gujarat,31-40
CU003780,35,Female,"Self Employed",56813,553,Telangana,31-40
CU000622,46,Female,"Self Employed",22902,699,Telangana,41-50
CU002897,39,Male,Salaried,25884,786,Telangana,31-40
CU003071,51,Male,Salaried,19624,678,"Andra Pradesh",51-60
CU001779,32,Male,"Self Employed",70277,637,Kerala,31-40
CU000337,26,Male,Salaried,12000,677,Karnataka,21-30
CU000391,33,Female,Salaried,31151,553,Gujarat,31-40
CU000738,32,Male,Salaried,62232,692,"Tamil Nadu",31-40
CU001069,32,Male,Salaried,42519,528,DELHI,31-40
CU000938,30,Male,Salaried,25517,743,DELHI,21-30
CU001874,28,Male,Salaried,58874,822,Telangana,21-30
CU004290,38,Female,Salaried,37591,604,Karnataka,31-40
CU001016,35,Female,Salaried,45911,736,Gujarat,31-40
CU000258,51,Male,Salaried,25207,764,"Andra Pradesh",51-60
CU002656,41,Female,Salaried,42908,554,Maharashtra,41-50
CU001340,39,Male,Salaried,75606,609,Gujarat,31-40
CU001153,30,Female,"Self Employed",46579,772,Karnataka,21-30
CU002265,49,Male,"Self Employed",45286,642,Maharashtra,41-50
CU000993,36,Male,"Self Employed",43852,805,Karnataka,31-40
CU002477,30,Male,"Self Employed",12000,580,Karnataka,21-30
CU001010,55,Female,Salaried,52125,793,Gujarat,51-60
CU002467,39,Male,Salaried,58513,711,"West Bengal",31-40
CU000527,46,Male,Salaried,75758,771,Karnataka,41-50
CU000133,33,Male,"Self Employed",52546,758,Gujarat,31-40
CU000036,30,Male,Salaried,82315,722,"Tamil Nadu",21-30
CU000065,35,Female,Salaried,35139,626,"Andra Pradesh",31-40
CU001669,31,Female,"Self Employed",58256,587,"Andra Pradesh",31-40
CU004058,35,Male,"Self Employed",43120,715,,31-40
CU002176,51,Male,Salaried,54915,737,"Andra Pradesh",51-60
CU002559,37,Male,Salaried,42651,758,Maharashtra,31-40
CU001225,36,Male,Salaried,42928,660,Maharashtra,31-40
CU003243,41,Female,Salaried,62307,735,Delhi,41-50
CU003644,48,Female,Salaried,44436,677,Gujarat,41-50
CU001219,31,Male,Salaried,48867,851,"Andra Pradesh",31-40
CU001599,37,Female,Salaried,12000,626,Telangana,31-40
CU003447,21,Male,Salaried,57457,652,Gujarat,21-30
CU000768,54,Male,Salaried,33364,574,Maharashtra,51-60
CU003728,28,Male,"Self Employed",48279,716,"Andra Pradesh",21-30
CU001295,54,Male,"Self Employed",26972,793,Delhi,51-60
CU002718,34,Male,Salaried,12000,675,Karnataka,31-40
CU001660,41,Male,Salaried,28937,614,"Andra Pradesh",41-50
CU001745,59,Male,Salaried,64556,516,"Tamil Nadu",51-60
CU001279,39,Male,"Self Employed",36599,569,Telangana,31-40
CU002918,33,Female,"Self Employed",72602,730,"Andra Pradesh",31-40
CU003808,38,Female,"Self Employed",12000,570,Kerala,31-40
CU000130,40,Male,Salaried,61606,602,"Tamil Nadu",31-40
CU003832,44,Male,"Self Employed",47406,744,"West Bengal",41-50
CU003389,21,Female,Salaried,22762,670,Gujarat,21-30
CU002452,27,Male,Salaried,44040,556,Karnataka,21-30
CU003753,33,Male,"Self Employed",34859,667,Telangana,31-40
CU003423,30,Male,Salaried,55870,781,Telangana,21-30
CU000453,41,Male,"Self Employed",42935,460,"West Bengal",41-50
CU001235,21,Male,Salaried,72183,625,Telangana,21-30
CU004187,44,Male,Salaried,12000,636,Kerala,41-50
CU001720,45,Female,"Self Employed",40758,728,Karnataka,41-50
CU004433,38,Male,Salaried,55807,711,"West Bengal",31-40
CU002596,37,Male,Salaried,42300,615,Maharashtra,31-40
CU000460,27,Male,Salaried,52528,598,"Uttar Pradesh",21-30
CU003456,34,Male,Salaried,38993,573,"West Bengal",31-40
CU000681,48,Male,Salaried,78108,724,"West Bengal",41-50
CU002010,26,Male,Salaried,52669,590,Delhi,21-30
CU001748,53,Male,"Self Employed",38467,858,"Uttar Pradesh",51-60
CU002573,23,Male,"Self Employed",49300,607,"Andra Pradesh",21-30
CU003805,27,Male,"Self Employed",54582,803,Gujarat,21-30
CU000362,52,Female,Salaried,23752,718,delhi,51-60
CU004116,50,Male,Salaried,35102,564,"Andra Pradesh",41-50
CU002642,45,Female,Salaried,38422,744,Kerala,41-50
CU000203,53,Male,Salaried,43684,549,Maharashtra,51-60
CU000935,30,Male,Salaried,49064,815,"Andra Pradesh",21-30
CU002991,34,Female,Salaried,12000,765,"Tamil Nadu",31-40
CU004385,37,Female,"Self Employed",36002,561,"West Bengal",31-40
CU003476,37,Male,Salaried,47653,630,Karnataka,31-40
CU000125,46,Male,"Self Employed",38479,496,"Andra Pradesh",41-50
CU004585,47,Male,"Self Employed",51228,642,Gujarat,41-50
CU001966,21,Male,Salaried,70565,674,"Tamil Nadu",21-30
CU000447,41,Male,Salaried,34820,617,Gujarat,41-50
CU003455,55,Male,Salaried,13824,853,"Tamil Nadu",51-60
CU003487,34,Female,Salaried,67145,865,"Andra Pradesh",31-40
CU003397,37,Male,"Self Employed",12000,603,Telangana,31-40
CU003446,43,Male,Salaried,68852,572,Telangana,41-50
CU002806,23,Male,"Self Employed",55672,549,Delhi,21-30
CU003589,33,Male,Salaried,18355,723,Telangana,31-40
CU001589,46,Male,Salaried,44688,623,Telangana,41-50
CU000936,44,Male,"Self Employed",15318,661,"Tamil Nadu",41-50
CU001451,28,Male,"Self Employed",80969,779,Delhi,21-30
CU001354,49,Female,Salaried,66659,583,Kerala,41-50
CU001189,44,Female,Salaried,32740,710,Kerala,41-50
CU000218,47,Male,"Self Employed",46192,621,Maharashtra,41-50
CU002495,21,Male,Salaried,24349,852,"Uttar Pradesh",21-30
CU004041,34,Male,"Self Employed",55037,686,,31-40
CU000878,23,Male,"Self Employed",31427,651,"Tamil Nadu",21-30
CU002801,27,Female,"Self Employed",33013,604,"Andra Pradesh",21-30
CU002023,39,Female,"Self Employed",23739,728,"Andra Pradesh",31-40
CU000067,46,Male,Salaried,57592,747,Karnataka,41-50
CU001482,38,Male,"Self Employed",58689,642,Delhi,31-40
CU004156,30,Male,Salaried,47614,728,DELHI,21-30
CU000737,59,Female,Salaried,68810,779,Maharashtra,51-60
CU001847,36,Male,Salaried,33894,728,"West Bengal",31-40
CU000273,50,Female,"Self Employed",20807,830,Maharashtra,41-50
CU001491,23,Male,Salaried,44754,719,"Tamil Nadu",21-30
CU003019,53,Male,"Self Employed",47032,840,"Andra Pradesh",51-60
CU003632,34,Male,Salaried,79602,528,Karnataka,31-40
CU000661,33,Male,"Self Employed",68078,697,Gujarat,31-40
CU001447,41,Female,Salaried,74108,538,"West Bengal",41-50
CU000289,28,Male,Salaried,42118,817,"Uttar Pradesh",21-30
CU001358,39,Male,Salaried,64677,691,Gujarat,31-40
CU003205,43,Male,"Self Employed",12000,778,"Tamil Nadu",41-50
CU002696,33,Female,"Self Employed",59998,528,"Tamil Nadu",31-40
CU002749,45,Male,"Self Employed",53846,646,"Tamil Nadu",41-50
CU004500,39,Male,Salaried,33927,708,Delhi,31-40
CU002618,28,Male,Salaried,38444,676,"Tamil Nadu",21-30
CU000227,54,Male,"Self Employed",35822,664,Telangana,51-60
CU000761,28,Male,Salaried,13048,724,"Uttar Pradesh",21-30
CU004111,31,Male,Salaried,64374,658,Gujarat,31-40
CU001606,38,Male,Salaried,54409,857,"West Bengal",31-40
CU004527,41,Male,Salaried,58887,704,Maharashtra,41-50
CU003824,31,Female,Salaried,24439,686,Maharashtra,31-40
CU003489,38,Male,"Self Employed",46235,526,"Andra Pradesh",31-40
CU000801,38,Male,"Self Employed",41995,579,Kerala,31-40
CU000769,36,Male,Salaried,86358,814,"Tamil Nadu",31-40
CU003023,50,Male,Salaried,75829,740,Karnataka,41-50
CU003618,28,Male,Salaried,51702,712,"West Bengal",21-30
CU002536,39,Male,Salaried,40807,734,Maharashtra,31-40
CU000613,37,Male,"Self Employed",28338,669,Karnataka,31-40
CU001871,63,Female,"Self Employed",53381,552,Maharashtra,"60 Above"
CU000402,52,Male,Salaried,59164,700,Maharashtra,51-60
CU003356,39,Female,"Self Employed",12000,712,Kerala,31-40
CU000850,48,Female,"Self Employed",72869,743,Maharashtra,41-50
CU003280,50,Male,Salaried,22369,681,"Andra Pradesh",41-50
CU001729,47,Female,"Self Employed",45177,552,Karnataka,41-50
CU003986,24,Female,Salaried,39743,812,Maharashtra,21-30
CU000538,42,Female,Salaried,54644,568,"Tamil Nadu",41-50
CU004545,48,Male,"Self Employed",50929,672,delhi,41-50
CU003164,32,Male,Salaried,29187,654,Kerala,31-40
CU004080,38,Male,Salaried,59620,756,"West Bengal",31-40
CU002928,40,Male,"Self Employed",32523,655,"Andra Pradesh",31-40
CU000579,27,Female,"Self Employed",62804,574,Telangana,21-30
CU000693,27,Male,Salaried,29951,767,Telangana,21-30
CU001612,39,Female,Salaried,32397,731,"West Bengal",31-40
CU004544,36,Male,"Self Employed",36385,731,Telangana,31-40
CU003679,53,Male,Salaried,50296,790,Telangana,51-60
CU000656,29,Male,Salaried,36727,849,"Tamil Nadu",21-30
CU000445,56,Male,"Self Employed",69778,752,Telangana,51-60
CU001830,48,Male,Salaried,33435,706,"Uttar Pradesh",41-50
CU002668,32,Male,Salaried,65098,644,Maharashtra,31-40
CU002985,47,Female,Salaried,66804,857,Gujarat,41-50
CU003034,34,Male,"Self Employed",12000,549,"Andra Pradesh",31-40
CU000591,29,Male,Salaried,75647,713,Telangana,21-30
CU001576,44,Male,Salaried,49902,745,"Uttar Pradesh",41-50
CU000479,23,Male,"Self Employed",39666,641,Telangana,21-30
CU004106,21,Male,"Self Employed",38852,791,Karnataka,21-30
CU003351,32,Male,Salaried,40609,744,"Tamil Nadu",31-40
CU001872,55,Male,Salaried,35819,732,Gujarat,51-60
CU003477,51,Male,"Self Employed",68761,593,"Tamil Nadu",51-60
CU000466,49,Female,"Self Employed",53769,681,"West Bengal",41-50
CU003080,54,Male,Salaried,12000,653,delhi,51-60
CU000183,53,Male,"Self Employed",25032,768,delhi,51-60
CU000243,39,Male,Salaried,52299,698,delhi,31-40
CU001054,40,Female,Salaried,63470,585,Gujarat,31-40
CU003448,35,Female,Salaried,29945,812,"Andra Pradesh",31-40
CU000654,44,Male,"Self Employed",25961,686,Karnataka,41-50
CU000149,23,Male,Salaried,29443,764,Karnataka,21-30
CU000709,40,Male,"Self Employed",12000,737,"West Bengal",31-40
CU002962,42,Male,Salaried,46104,596,"West Bengal",41-50
CU000024,29,Female,Salaried,82723,695,Maharashtra,21-30
CU001286,31,Male,Salaried,32289,698,"Uttar Pradesh",31-40
CU001958,21,Male,Salaried,40947,768,Karnataka,21-30
CU002261,28,Male,Salaried,46999,569,Karnataka,21-30
CU001533,32,Male,"Self Employed",45652,707,Gujarat,31-40
CU001437,31,Male,Salaried,24842,654,Telangana,31-40
CU000920,33,Female,"Self Employed",51489,517,"Tamil Nadu",31-40
CU002217,29,Male,"Self Employed",39683,649,Gujarat,21-30
CU000470,29,Male,Salaried,42934,532,"Uttar Pradesh",21-30
CU004478,53,Male,Salaried,22297,601,"Andra Pradesh",51-60
CU002901,32,Male,Salaried,61517,636,,31-40
CU004577,35,Male,"Self Employed",54556,647,"Uttar Pradesh",31-40
CU003579,29,Female,"Self Employed",50420,613,Kerala,21-30
CU000351,38,Female,Salaried,30439,621,"Uttar Pradesh",31-40
CU001510,25,Male,Salaried,80018,677,"Uttar Pradesh",21-30
CU001261,43,Male,"Self Employed",38371,633,Karnataka,41-50
CU000049,34,Male,Salaried,60179,636,"Tamil Nadu",31-40
CU004000,28,Male,Salaried,34009,672,"West Bengal",21-30
CU000713,40,Male,Salaried,57929,759,,31-40
CU004586,51,Male,"Self Employed",29944,752,Gujarat,51-60
CU003923,31,Male,"Self Employed",63240,858,"Andra Pradesh",31-40
CU003258,37,Male,Salaried,39400,690,Telangana,31-40
CU003675,47,Female,"Self Employed",17191,698,Gujarat,41-50
CU002512,41,Male,"Self Employed",20636,715,"Uttar Pradesh",41-50
CU000901,48,Male,Salaried,70437,674,DELHI,41-50
CU002915,29,Female,Salaried,27660,648,Karnataka,21-30
CU004365,50,Male,Salaried,20207,664,Telangana,41-50
CU003493,35,Male,"Self Employed",54407,738,Karnataka,31-40
CU004376,31,Male,"Self Employed",69657,637,Maharashtra,31-40
CU004461,21,Male,"Self Employed",60409,624,"Uttar Pradesh",21-30
CU002776,35,Female,"Self Employed",25770,675,Kerala,31-40
CU002699,43,Male,Salaried,25942,695,"West Bengal",41-50
CU002255,38,Male,Salaried,30383,702,Gujarat,31-40
CU004198,47,Female,Salaried,34702,858,,41-50
CU000031,27,Male,Salaried,54471,609,Gujarat,21-30
CU002307,41,Female,Salaried,55002,724,Gujarat,41-50
CU001227,46,Female,Salaried,45753,739,"Andra Pradesh",41-50
CU002808,39,Male,"Self Employed",48947,690,Delhi,31-40
CU002330,21,Female,Salaried,36570,794,DELHI,21-30
CU000174,48,Female,"Self Employed",44208,741,"Uttar Pradesh",41-50
CU004277,45,Female,"Self Employed",45273,795,,41-50
CU000860,21,Female,Salaried,55752,718,Delhi,21-30
CU001918,44,Male,"Self Employed",39632,687,"Uttar Pradesh",41-50
CU002777,44,Male,"Self Employed",64906,684,"Tamil Nadu",41-50
CU003122,43,Female,"Self Employed",56430,804,"Andra Pradesh",41-50
CU003196,59,Male,"Self Employed",49290,596,"Uttar Pradesh",51-60
CU002492,50,Male,"Self Employed",44609,615,Delhi,41-50
CU004538,50,Male,Salaried,37796,862,Karnataka,41-50
CU000808,51,Male,Salaried,53481,683,Karnataka,51-60
CU002007,21,Female,Salaried,45390,686,Kerala,21-30
CU003884,21,Male,"Self Employed",47371,664,"Tamil Nadu",21-30
CU002757,36,Female,Salaried,25692,773,Gujarat,31-40
CU000494,37,Male,Salaried,62737,642,Gujarat,31-40
CU001624,48,Male,Salaried,26806,748,Kerala,41-50
CU004103,47,Male,"Self Employed",57021,706,Telangana,41-50
CU002318,35,Male,Salaried,29245,700,,31-40
CU001952,28,Male,"Self Employed",57511,659,Gujarat,21-30
CU002884,52,Male,"Self Employed",65887,900,Gujarat,51-60
CU000973,50,Male,Salaried,50774,540,Maharashtra,41-50
CU001309,42,Male,Salaried,32228,828,Karnataka,41-50
CU003339,21,Male,Salaried,47047,473,Gujarat,21-30
CU002490,32,Female,Salaried,39626,711,Maharashtra,31-40
CU003840,54,Male,Salaried,52858,677,"West Bengal",51-60
CU004497,42,Female,"Self Employed",47910,759,delhi,41-50
CU004262,42,Male,Salaried,69080,638,Telangana,41-50
CU004193,29,Male,"Self Employed",51306,479,"Tamil Nadu",21-30
CU001664,34,Male,Salaried,12000,688,delhi,31-40
CU000017,37,Male,Salaried,76292,687,"Uttar Pradesh",31-40
CU002812,39,Male,"Self Employed",52378,681,DELHI,31-40
CU000641,31,Male,Salaried,40409,769,"Uttar Pradesh",31-40
CU002170,37,Male,Salaried,26748,743,Maharashtra,31-40
CU003697,32,Male,Salaried,77637,706,Karnataka,31-40
CU004374,27,Male,"Self Employed",64251,726,"Uttar Pradesh",21-30
CU001187,36,Male,"Self Employed",58117,610,Maharashtra,31-40
CU003673,59,Male,Salaried,45288,684,"Uttar Pradesh",51-60
CU004347,49,Male,Salaried,73188,744,"Uttar Pradesh",41-50
CU001717,51,Male,"Self Employed",42588,559,Kerala,51-60
CU002470,32,Male,"Self Employed",35396,682,Kerala,31-40
CU001967,36,Male,"Self Employed",62935,718,"Uttar Pradesh",31-40
CU001921,43,Male,Salaried,20098,636,delhi,41-50
CU004153,29,Male,"Self Employed",28993,691,Karnataka,21-30
CU004382,37,Male,Salaried,25825,843,"Andra Pradesh",31-40
CU000586,44,Female,"Self Employed",24666,658,Telangana,41-50
CU000037,26,Female,Salaried,58131,784,"Tamil Nadu",21-30
CU001073,46,Male,Salaried,48159,775,Kerala,41-50
CU000077,33,Male,"Self Employed",49640,549,Karnataka,31-40
CU002239,37,Male,Salaried,45184,627,DELHI,31-40
CU000998,38,Male,"Self Employed",33071,653,"Uttar Pradesh",31-40
CU002931,25,Male,Salaried,68345,764,"Andra Pradesh",21-30
CU002369,29,Male,Salaried,30424,757,"Uttar Pradesh",21-30
CU003128,49,Female,"Self Employed",20681,657,"Andra Pradesh",41-50
CU003847,39,Male,Salaried,49297,606,Karnataka,31-40
CU002050,29,Male,"Self Employed",47155,657,Telangana,21-30
CU001408,29,Male,Salaried,29679,638,Telangana,21-30
CU001906,40,Female,Salaried,64428,563,"Andra Pradesh",31-40
CU000640,47,Male,"Self Employed",62520,812,Kerala,41-50
CU000376,28,Male,"Self Employed",12000,756,"Uttar Pradesh",21-30
CU003133,25,Female,Salaried,68922,624,delhi,21-30
CU002171,46,Male,"Self Employed",57075,830,Kerala,41-50
CU003496,46,Male,Salaried,75307,748,Kerala,41-50
CU001328,35,Female,Salaried,62343,635,Maharashtra,31-40
CU000190,41,Male,Salaried,41461,608,Maharashtra,41-50
CU004463,37,Female,"Self Employed",13544,606,"Uttar Pradesh",31-40
CU004285,41,Male,Salaried,63855,900,Telangana,41-50
CU002060,35,Male,"Self Employed",43075,703,"Andra Pradesh",31-40
CU000354,22,Female,"Self Employed",62662,672,delhi,21-30
CU003503,30,Female,Salaried,43115,600,Telangana,21-30
CU002946,40,Female,"Self Employed",59356,801,Maharashtra,31-40
CU002249,56,Male,Salaried,41993,698,"Uttar Pradesh",51-60
CU003306,33,Female,"Self Employed",56805,670,"Uttar Pradesh",31-40
CU001384,24,Male,Salaried,42708,687,"Uttar Pradesh",21-30
CU001629,21,Male,"Self Employed",48908,659,Gujarat,21-30
CU003267,26,Male,Salaried,38619,551,"West Bengal",21-30
CU002701,31,Male,Salaried,37778,650,Karnataka,31-40
CU003571,29,Male,Salaried,60175,680,delhi,21-30
CU002327,21,Male,"Self Employed",39808,634,Telangana,21-30
CU001471,54,Male,Salaried,27322,735,Kerala,51-60
CU004025,43,Male,Salaried,27582,687,"Andra Pradesh",41-50
CU001518,31,Male,Salaried,46890,842,delhi,31-40
CU002164,56,Male,Salaried,41140,519,"Andra Pradesh",51-60
CU000677,36,Female,Salaried,56597,828,"West Bengal",31-40
CU003959,24,Male,Salaried,46984,640,"Andra Pradesh",21-30
CU004350,32,Male,"Self Employed",75767,668,Maharashtra,31-40
CU002727,43,Male,"Self Employed",24641,611,Gujarat,41-50
CU001383,32,Male,"Self Employed",57380,798,Telangana,31-40
CU001206,44,Male,Salaried,30081,620,"Tamil Nadu",41-50
CU002455,45,Female,Salaried,60513,850,"Tamil Nadu",41-50
CU002950,29,Male,"Self Employed",30501,743,Karnataka,21-30
CU001020,38,Female,"Self Employed",58046,533,Telangana,31-40
CU001817,43,Male,Salaried,70682,718,Gujarat,41-50
CU003505,44,Female,"Self Employed",14641,795,Kerala,41-50
CU003572,44,Male,Salaried,53341,496,Telangana,41-50
CU004097,39,Male,Salaried,20660,823,Telangana,31-40
CU003377,32,Male,"Self Employed",27406,777,Karnataka,31-40
CU002393,54,Female,"Self Employed",41425,671,"Andra Pradesh",51-60
CU001484,33,Male,"Self Employed",40995,805,Telangana,31-40
CU002374,32,Male,Salaried,43349,526,Kerala,31-40
CU002368,21,Female,"Self Employed",18225,600,"Andra Pradesh",21-30
CU003291,38,Male,Salaried,47762,479,"Uttar Pradesh",31-40
CU002624,47,Male,Salaried,42513,672,"Tamil Nadu",41-50
CU001293,37,Male,Salaried,12000,666,,31-40
CU000853,43,Male,Salaried,30264,770,"Tamil Nadu",41-50
CU002772,43,Male,Salaried,55213,764,"Uttar Pradesh",41-50
CU001618,48,Male,Salaried,38469,574,,41-50
CU002615,63,Female,Salaried,79246,632,Kerala,"60 Above"
CU004314,57,Male,"Self Employed",62203,669,"Uttar Pradesh",51-60
CU004248,21,Male,Salaried,58180,539,"Tamil Nadu",21-30
CU004237,47,Male,Salaried,36255,615,Maharashtra,41-50
CU003507,38,Male,Salaried,59801,661,DELHI,31-40
CU002622,40,Female,Salaried,55931,784,Karnataka,31-40
CU001590,28,Male,"Self Employed",28507,584,Telangana,21-30
CU003530,31,Female,"Self Employed",37956,673,Delhi,31-40
CU003324,37,Male,Salaried,45576,652,"West Bengal",31-40
CU004581,46,Female,"Self Employed",63054,413,Gujarat,41-50
CU000821,44,Male,"Self Employed",33941,609,"West Bengal",41-50
CU003841,43,Male,Salaried,21799,684,"Uttar Pradesh",41-50
CU003866,43,Male,Salaried,68785,800,"Uttar Pradesh",41-50
CU002533,36,Male,Salaried,25576,613,Gujarat,31-40
CU001137,39,Male,Salaried,60415,784,Maharashtra,31-40
CU000230,31,Female,Salaried,44488,785,"Tamil Nadu",31-40
CU001000,56,Male,"Self Employed",33672,754,Kerala,51-60
CU003158,45,Male,Salaried,21426,711,"Andra Pradesh",41-50
CU001119,35,Male,"Self Employed",43607,655,"West Bengal",31-40
CU002150,24,Male,"Self Employed",22810,834,Gujarat,21-30
CU000629,31,Male,Salaried,54153,632,Gujarat,31-40
CU001472,43,Male,"Self Employed",61234,709,Telangana,41-50
CU000262,33,Female,"Self Employed",45977,683,Karnataka,31-40
CU001389,21,Male,Salaried,40294,501,"West Bengal",21-30
CU002554,55,Male,Salaried,37817,562,Maharashtra,51-60
CU002423,22,Female,Salaried,52895,712,Telangana,21-30
CU001696,33,Female,Salaried,18190,651,"Tamil Nadu",31-40
CU000009,40,Male,Salaried,12000,746,"Tamil Nadu",31-40
CU001607,42,Male,"Self Employed",57182,731,Karnataka,41-50
CU001067,29,Male,"Self Employed",54507,610,"Andra Pradesh",21-30
CU001903,58,Female,"Self Employed",31123,671,Maharashtra,51-60
CU002412,39,Male,Salaried,21459,820,Gujarat,31-40
CU001714,35,Male,"Self Employed",47831,722,Gujarat,31-40
CU000401,35,Female,"Self Employed",31999,581,Karnataka,31-40
CU003881,41,Male,"Self Employed",57471,668,"West Bengal",41-50
CU001540,37,Male,"Self Employed",75721,733,DELHI,31-40
CU004430,57,Female,"Self Employed",12134,647,Kerala,51-60
CU004117,54,Male,"Self Employed",67146,719,delhi,51-60
CU000039,35,Male,Salaried,29925,673,"Tamil Nadu",31-40
CU002293,53,Female,Salaried,34470,533,"Uttar Pradesh",51-60
CU002810,46,Male,"Self Employed",61553,755,"Tamil Nadu",41-50
CU000865,41,Male,Salaried,12000,644,"Andra Pradesh",41-50
CU004468,35,Male,Salaried,22196,562,delhi,31-40
CU003838,37,Male,Salaried,45872,692,Kerala,31-40
CU003102,52,Female,"Self Employed",63460,729,"Uttar Pradesh",51-60
